"Resp.ID","Collector.ID","start.date","End.date","converse.id","dream.id","usewell.id","whenever.id","consider.ought","people.ought","expect.ought","fail.ought","enjoy.intr","life.intr","exciting.intr","challenge.intr","job.instru","knowledge.instru","career.instru","money.instru","time.integr","becomelike.integr","meeting.integr","affinity.integr","improve.prof","speaking.prof","reading.prof","written.prof","listening.prof","citizen.post","interact.post","overseas.post","globalaccess.post","mot.qual","advantages.qual","idealfuture.qual","succ1.attrib","educ2.attrib","open3.attrib","élite4.attrib","citizen5.attrib","employable6.attrib","cultured7.attrib","interesting8.attrib","other.comment9.attrib","parents1.external","friends2.external","teachers3.external","press4.external","duty5.external","noextern6.external","other7.external","encouragement1.influence","other4.influence","transl1.sector","research2.sector","teaching3.sector","business4.sector","tourism5.sector","banking6.sector","organisation7.sector","communication8.sector","intrelations9.sector","Notsure10.sector","other11.sector","Age","Gender","L1","speak.other.L2","study.other.L2","origins","origins.specify","year.studyL2","private.lessons1.other.ways","study.holiday2.other.ways","year.sem.abroad3.other.ways","online.course4.other.ways","other5.other.ways","degree","prof","insistence2.influence","pressure3.influence","Context","other.attrib.richi","other.external.richi","other.sector.richi","other.other.ways.richi","necessity","other.speak.other.L2","other.year.studyL2","other.degree1","study.year","other.prof","other.year.studyL2.reduced","other.year.studyL2.richi","comparative.culture.minor1","philosophy.minor2","Language.literature.culture.minor3","art.music.theatre.minor4","ancient studies.minor5","history.minor6","computer.science.minor7","law.minor8","economics.minor9","communication.minor10","catholic.theology.minor11","evangelical.theology.minor12","DAF.minor13","orthodox theology.minor14","sinology.minor15","scandinavian.studies.minor16","other.minor17","other.degree.richi","roleL2.degree","other.roleL2.degree","fail.ought.","meeting.integr.","EU","educated","reconnect.comm","speakersmelb.comm","comecloser.comm","primary1.L2school","secondary2.L2school","CLS3.L2school","VSL4.L2school","schooL2country5.L2school","other6.L2school","L2.VCE","additional.major.minor1","additional.major.minor2","additional.major.minor3","additional.major.minor4","additional.major.minor5","additional.major.minor6","additional.major.minor7","additional.major.minor8","additional.major.minor9","additional.major.minor10","additional.major.minor11","additional.major.minor12","additional.major.minor13","additional.major.minor14","additional.major.minor15","additional.major.minor16","additional.major.minor17","additional.major.minor18","additional.major.minor19","additional.major.minor20","additional.major.minor21","additional.major.minor22","additional.major.minor23","additional.major.minor24","additional.major.minor25","additional.major.minor26","additional.major.minor27","additional.major.minor28","additional.major.minor29","additional.major.minor30","additional.major.minor31","additional.major.minor32","other.major.minor33","uni1.year","language.studies1.year","beginning.level","other.L2school.richi","degree.role","degree.roleL2","other.degree.roleL2","arts.major.degree1","arts.minor.breadth.degree2","arts.breadth.degree3","arts.diploma.degree3","science.major.degree4","science.minor.breadth5","science.breadth.degree6","other.degree.7","AU","speak.other.L2_binary","converse.id1","dream.id1","usewell.id1","whenever.id1","consider.ought1","people.ought1","expect.ought1","fail.ought1","enjoy.intr1","life.intr1","exciting.intr1","challenge.intr1","job.instru1","knowledge.instru1","career.instru1","money.instru1","time.integr1","becomelike.integr1","meeting.integr1","affinity.integr1","improve.prof1","speaking.prof1","reading.prof1","written.prof1","listening.prof1","citizen.post1","interact.post1","overseas.post1","globalaccess.post1","necessity1","educated1","reconnect.comm1","speakersmelb.comm1","comecloser.comm1"
5153175470,95016583,2016-12-25 01:46:00,2016-12-25 01:52:00,"Agree","Strongly agree","Not sure","Agree","Disagree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Not sure","Agree","Not sure","Agree","Disagree","Agree","Not sure","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Not sure","Strongly agree","Agree","Not sure","Find a job that involves the use of English","I was well teached in high school","I really hope it will be the main tool that I'll use in my job",0,1,0,0,0,1,0,0,NA,0,0,1,1,0,0,NA,1,NA,1,0,0,1,0,0,0,1,1,0,NA,"26-30","Male","Italian","No","Spanish","No",NA,"First year of primary school",0,0,0,0,NA,"Lingue e letterature straniere","Upper-intermediate",0,0,"English in Italy",NA,NA,NA,NA,"Strongly agree",NA,NA,NA,"1st year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First or second language",NA,"Agree","Agree",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",4,5,3,4,2,4,4,4,5,4,4,4,4,3,4,3,4,2,4,3,5,5,4,5,4,3,5,4,3,5,NA,NA,NA,NA
5153200048,95016583,2016-12-25 02:45:00,2016-12-25 02:53:00,"Agree","Strongly agree","Strongly agree","Agree","Disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Disagree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","I love the language: how it sounds, how it developed through the centuries, it's relevance today. I love England and U.S.A., and I'm sure I'd like Australia too, and Canada, if I'll ever have the opportunity to go there.","Maybe the grammar is easier.","Medium",1,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,NA,1,0,0,0,0,0,1,0,0,1,NA,"18-25","Female","Italian","Yes","German","No",NA,"First year of primary school",0,1,1,0,NA,"Lingue e letterature straniere","Advanced",NA,NA,"English in Italy",NA,NA,NA,NA,"Strongly agree","German",NA,NA,"1st year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First or second language",NA,"Strongly disagree","Strongly agree",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",4,5,5,4,2,1,1,1,5,3,5,5,5,5,5,4,5,2,5,4,5,5,5,5,5,4,5,5,5,5,NA,NA,NA,NA
5153205602,95016583,2016-12-25 03:00:00,2016-12-25 03:12:00,"Agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Agree","Disagree","Disagree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Not sure","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","My main motivation for studying English is because I like learning other languages in general and English is the one I feel most connected to.","I am able to learn aspects of this language more in deptht, especially grammar and master my speaking and writing abilities.","One day I would like to live abroad in the UK (Scotland I think) and English would be important for both my job and daily life.",0,0,1,0,1,1,0,0,"ENRICHED",0,0,0,0,0,1,"QC",NA,NA,1,0,0,0,1,0,0,0,0,0,"CULTURE","18-25","Female","Italian","Yes","French","No",NA,"Kindergarten",0,0,0,0,"SELF.STUDY","Lingue e letterature straniere","Advanced",NA,NA,"English in Italy","ENRICHED","QC","CULTURE","SELF.STUDY","Agree","French, Spanish",NA,NA,"1st year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First or second language",NA,"Disagree","Strongly agree",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",4,5,5,5,2,4,2,2,5,5,5,4,4,4,5,3,5,4,5,4,4,4,4,4,4,4,5,5,5,4,NA,NA,NA,NA
5153210826,95016583,2016-12-25 03:13:00,2016-12-25 03:18:00,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Not sure","Strongly disagree","Disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Strongly agree","Not sure","Agree","Agree","Agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I really hope to adquire a high level of spoken English because I believe it will help me a lot in my future.",NA,"I would like to work abroad so I'm sure English will be fundamental for me.",0,0,1,0,1,1,1,0,NA,0,0,1,1,0,0,NA,1,NA,1,1,1,0,1,0,1,1,1,0,NA,"18-25","Female","Italian","Yes","Chinese","No",NA,"First year of primary school",1,1,0,0,NA,"Lingue, mercati e culture dell'Asia","Upper-intermediate",0,0,"English in Italy",NA,NA,NA,NA,"Agree","French, Spanish and a little of Chinese",NA,NA,"1st year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First or second language",NA,"Disagree","Agree",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",5,5,5,5,2,3,1,2,5,5,5,5,4,5,5,4,5,3,4,4,4,5,4,4,5,5,5,5,5,4,NA,NA,NA,NA
5153213207,95016583,2016-12-25 03:18:00,2016-12-25 03:28:00,"Strongly agree","Strongly agree","Agree","Agree","Strongly disagree","Not sure","Strongly disagree","Disagree","Strongly agree","Agree","Strongly agree","Agree","Agree","Not sure","Agree","Not sure","Agree","Not sure","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","I want to learn it in order to be able to communicate fluently in English (I hope that my future job will involve English).","I think it's a huge possibility given to us. At university we can improve our English by learning more and more words, and by studying in a deeper way things already done at high school.","I want to find a job where I can always challenge myself. Perhaps by connecting with other countries, so I will have to use English in order to understand and make me understand.",0,1,0,0,0,1,0,0,"QC",0,0,0,1,0,1,"QC",1,NA,0,0,0,1,1,0,0,0,1,0,NA,"18-25","Female","Italian","Yes","Chinese","No",NA,"First year of primary school",0,0,0,0,NA,"Lingue, mercati e culture dell'Asia","Upper-intermediate",0,0,"English in Italy","QC","QC",NA,NA,"Disagree","French",NA,NA,"1st year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First or second language",NA,"Disagree","Strongly agree",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",5,5,4,4,1,3,1,2,5,4,5,4,4,3,4,3,4,3,5,3,5,5,5,4,4,4,5,4,4,2,NA,NA,NA,NA
5154043817,94702335,2016-12-27 00:00:00,2016-12-27 00:16:00,"Agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Not sure","Strongly disagree","Disagree","Strongly agree","Agree","Strongly agree","Not sure","Agree","Agree","Agree","Disagree","Strongly agree","Not sure","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Agree","I'm studying for becoming a teacher. So I want to help others to be able to learn it. I study it because I like speaking english. I want to improve and being able to speak fluently and in a correct way.","The biggest advantage is definitely to be able to talk with native speakers at one level.","It will have a role of teaching but also getting in contact with native speakers and being able to having contact with people all over the world.",1,1,1,0,1,0,0,1,"QC",0,0,0,0,0,1,NA,1,NA,0,0,1,0,0,0,0,0,0,0,NA,"18-25","Female","German","Yes","No","No",NA,"THIRD.YEAR.PRIMARY",0,0,1,0,"LIVING.L2","LA","Advanced",0,0,"English in Germany","QC",NA,NA,"LIVING.L2","Agree","French, Latin (from School)","THIRD.YEAR.PRIMARY","LA","1st semester",NA,"PRIMARY","THIRD.YEAR.PRIMARY",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,"LA",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",4,5,5,5,2,3,1,2,5,4,5,3,4,4,4,2,5,3,5,4,4,5,5,5,5,3,5,5,4,4,NA,NA,NA,NA
5157765798,94260199,2016-12-31 00:00:00,2016-12-31 00:28:00,"Agree","Agree","Strongly agree","Agree","Strongly disagree","Agree","Strongly disagree","Disagree","Not sure","Disagree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Not sure","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Strongly agree","Agree","Not sure","Agree","Agree","Not sure","I study English because nowadays it is essential to travel around the word and to do any job. Moreover in Italy there are many tourists and English is useful to communicate with them. I am not sure what I'm going to do after graduating but I want to work with languages and English is the basis because it is the universal language.","If I study English at university level I will be able to teach it in future or to became and interpreter or a translator.","I am sure I will use English in my future: maybe because I decide to live in an anglosaxon's country or becuase I want to teach it in Italy. English is fundamental if you want to work with languages in your future.",0,1,1,0,0,1,1,0,NA,0,0,0,1,0,1,"QC",1,NA,1,0,0,0,1,0,0,0,0,0,NA,"18-25","Female","Italian","Yes","French.","No",NA,"Kindergarten",1,1,0,0,NA,"Lingue e letterature straniere","Advanced",0,0,"English in Italy",NA,"QC",NA,NA,"Agree","French and Spanish.",NA,NA,"1st year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First or second language",NA,"Disagree","Agree",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",4,4,5,4,1,4,1,2,3,2,5,4,5,4,5,3,4,2,4,2,4,4,4,5,4,3,4,4,3,4,NA,NA,NA,NA
5164340354,95016583,2017-01-06 19:39:00,2017-01-06 19:47:00,"Agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Not sure","Disagree","Not sure","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Disagree","Agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","A good job",NA,"It will be a key in my carrier because I want to be a translator.",1,0,1,0,0,1,1,0,NA,0,0,0,1,0,0,"QC",1,NA,1,0,0,0,0,0,1,0,1,0,NA,"26-30","Female","Albanian","Yes","Spanish","No",NA,"FOURTH.YEAR.PRIMARY",1,0,0,0,NA,"Lingue e letterature straniere","Upper-intermediate",0,0,"English in Italy",NA,"QC",NA,NA,"Strongly agree","Spanish French","FOURTH.YEAR.PRIMARY",NA,"1st year",NA,"PRIMARY","FOURTH.YEAR.PRIMARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First or second language",NA,"Not sure","Agree",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",4,5,5,5,3,3,2,3,5,4,5,5,5,5,5,4,4,2,4,3,5,5,5,5,4,5,4,5,5,5,NA,NA,NA,NA
5164348139,94260199,2017-01-06 19:49:00,2017-01-06 20:15:00,"Agree","Agree","Disagree","Agree","Strongly disagree","Not sure","Disagree","Strongly disagree","Agree","Disagree","Strongly agree","Strongly agree","Not sure","Strongly agree","Agree","Not sure","Agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Well,I consider myself as a citizen of the world: one of the main aspects of my life is ""communication""  and,of course,if you want to communicate,you are owed to use language,different languages. And if you want to communicate all over the world? You can't learn the language of each country. So,I though ""what it the language most spread,which can make me able to talk with anyone else? English!"" and then I chose it.","For us Italians,english is quite simple: we can learn to write it in a correct form,to read book of english/american/canadian literature in the original language and to be able to express ourselves in conversations. I hope it.","It can make me able to travel all over the world and to be understood in each part of the planet. 
It can also be useful for any kind of work I'll do.",0,0,1,0,1,1,0,0,NA,0,0,0,1,0,0,"QC",0,NA,1,0,0,0,0,0,1,1,1,0,NA,"18-25","Female","Italian","No","Chinese","No",NA,"First year of primary school",0,0,0,0,"L2.RESOURCES","Lingue e letterature straniere","Elementary",0,1,"English in Italy",NA,"QC",NA,"L2.RESOURCES","Strongly agree",NA,NA,NA,"1st year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First or second language",NA,"Strongly disagree","Strongly agree",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",4,4,2,4,1,3,2,1,4,2,5,5,3,5,4,3,4,1,5,1,5,5,5,5,5,4,5,5,5,5,NA,NA,NA,NA
5164610082,94260199,2017-01-07 00:45:00,2017-01-07 02:25:00,"Strongly agree","Strongly agree","Agree","Strongly agree","Strongly disagree","Not sure","Strongly disagree","Not sure","Strongly agree","Strongly agree","Strongly agree","Agree","Not sure","Agree","Strongly agree","Not sure","Strongly agree","Strongly disagree","Strongly agree","Not sure","Not sure","Strongly agree","Agree","Agree","Agree","Not sure","Strongly agree","Strongly agree","Agree","I have always found easy learning and studying languages in general, it attracts me, it challenges me. But English has that aspect (maybe the culture, the extreme beauty of England or the ""American dream"" for a foreigner) that makes the difference. I love learning and speaking English and I find that it fits me more than other subjects or other potential degrees.","We are speaking of two completely different languages with different origins. They have nothing in common and this is an advantage from my point of view. When you learn a language completely different from yours, you start understanding how the system of languages works and you'll find easier, next time, learning another one (Arabic, Russian, Chinese). Moreover, doing it at a university level is not a scholastic type of education, it becomes a part of you as a human being, of your cultural background. It opens your mind.","I like to think of myself as a worker in the international scene or in the media sector. Something that must involve international information and communication. English is a fundamental part of my job.",0,0,1,0,1,0,0,0,NA,0,0,1,0,0,0,"QC",1,NA,0,0,0,0,0,0,1,1,0,0,NA,"18-25","Female","Italian","No","Spanish","No",NA,"First year of primary school",0,0,1,0,NA,"Lingue e letterature straniere","Advanced",0,0,"English in Italy",NA,"QC",NA,NA,"Strongly disagree",NA,NA,NA,"1st year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First or second language",NA,"Not sure","Strongly agree",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",5,5,4,5,1,3,1,3,5,5,5,4,3,4,5,3,5,1,5,3,3,5,4,4,4,3,5,5,4,1,NA,NA,NA,NA
5165129736,94260199,2017-01-07 07:21:00,2017-01-07 07:30:00,"Strongly agree","Strongly agree","Agree","Strongly agree","Strongly disagree","Disagree","Strongly disagree","Disagree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Not sure","Agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I am studying English because I really like the sound of this language and I think this will be useful for my future","I think that English symbolizes future and progress so it is important that everyone knows it","I hope that English will have a main role in my future life",1,0,1,0,1,0,1,0,NA,0,0,0,0,0,1,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,NA,"18-25","Female","Italian","Yes","German","No",NA,"First year of primary school",0,1,0,0,NA,"Lingue e letterature straniere","Upper-intermediate",NA,NA,"English in Italy",NA,NA,NA,NA,"Strongly disagree","French and German",NA,NA,"1st year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First or second language",NA,"Disagree","Strongly agree",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",5,5,4,5,1,2,1,2,5,5,5,4,4,4,5,4,5,5,5,4,4,5,3,4,3,5,5,5,5,1,NA,NA,NA,NA
5165578183,94702335,2017-01-07 22:37:00,2017-01-07 23:03:00,"Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Not sure","Not sure","Not sure","Strongly agree","Agree","Strongly agree","Strongly agree","Not sure","Not sure","Agree","Not sure","Strongly agree","Not sure","Strongly agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","I like learning languages, not only to use them but also to understand e.g their linguistic history, their varieties and use in literature. Most of the media I read/ watch is originally from an English speaking country, e.g. books and TV shows and it's important to me to understand and be able to analyse the language that is used in most media.","In Germany, nearly everyone speaks English at a certain level. But when you have studied English at university, you have an above average knowledge of this language and you can use it, not only on a basic level but in a professional context as well.","I want to work in publishing and I need a degree in language studies. As I mentioned above, English is the language of global media and many books are published in English. I hope I need to use my English skills on a daily basis as I already do because I write and publish stories and fanfiction in English.",0,1,1,0,1,0,0,1,NA,0,1,1,0,0,0,NA,1,NA,1,0,0,0,0,0,0,1,0,0,NA,"18-25","Female","German","Yes","Russian","No",NA,"First year of primary school",0,0,0,0,"L2.RESOURCES","BA in Anglistik","Advanced",0,0,"English in Germany",NA,NA,NA,"L2.RESOURCES","Strongly agree","Italian",NA,NA,"1st semester",NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",4,5,5,5,4,3,3,3,5,4,5,5,3,3,4,3,5,3,5,4,4,4,4,5,4,5,4,4,4,5,NA,NA,NA,NA
5165634175,94702335,2017-01-08 00:32:00,2017-01-08 00:46:00,"Not sure","Agree","Agree","Agree","Strongly disagree","Agree","Strongly disagree","Strongly disagree","Agree","Not sure","Agree","Agree","Not sure","Agree","Not sure","Not sure","Strongly agree","Agree","Strongly agree","Not sure","Agree","Agree","Agree","Agree","Agree","Not sure","Strongly agree","Agree","Agree","My main motivation is to improve my English. I used to live in countries where English is the official language and I simply do not want to loose my English skills.","In my opinion, main advantages are:
- getting a better job or even getting a job
- being able to communicate with different people from different countries
- being able to improve my English in a certain why (learning more about theories, not necessary knowledge I will use while speaking to someone)","I hope English will play a big role in my future. I like the language and I really hope that I am able to use it in my future job. Furthermore I guess it will be a big advantage for travelling around the world.",1,1,1,0,0,1,0,1,NA,0,0,1,0,0,0,NA,1,NA,0,0,1,0,0,0,0,0,0,0,NA,"18-25","Female","German","No","No","No",NA,"THIRD.YEAR.PRIMARY",0,0,1,0,NA,"LA","Advanced",0,0,"English in Germany",NA,NA,NA,NA,"Not sure",NA,"THIRD.YEAR.PRIMARY","LA","1st semester",NA,"PRIMARY","THIRD.YEAR.PRIMARY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"German, Maths and Art","LA",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",3,4,4,4,1,4,1,1,4,3,4,4,3,4,3,3,5,4,5,3,4,4,4,4,4,3,5,4,4,3,NA,NA,NA,NA
5165826594,94702335,2017-01-08 06:03:00,2017-01-08 06:18:00,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Disagree","Not sure","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Agree","I love the language itself, not only because it is useful and will help me with my international career, but also because I think it is a beautiful language. A main aim in my life is to speak English fluently like a native speaker. I think that studying English will help me to spend time in English speaking countries and get better at it. My main motivation is my own interest in the English language and literature.","Of course it is important to speak English as for economical aspects but I don't think that my native language has got so much to do with my wish to master English.","I want to use English at work and have much contact with English speaking people. I don't know yet if I want to live in an English speaking country but I am sure that I want to keep English for my whole life and therefore use it.",1,1,1,0,0,1,1,1,NA,0,0,0,1,0,0,NA,1,NA,1,0,0,0,0,0,0,1,0,0,"PUBLISHING","18-25","Female","German","Yes","Spanish","No",NA,"First year of primary school",0,0,0,0,"WORK.L2","BA in Anglistik","Upper-intermediate",0,0,"English in Germany",NA,NA,"PUBLISHING","WORK.L2","Agree","French, Spanish, Polish",NA,NA,"1st semester",NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",5,5,5,5,3,4,2,3,5,5,4,5,5,3,5,4,5,2,5,5,5,5,5,5,5,3,5,5,4,4,NA,NA,NA,NA
