"Resp.ID","Collector.ID","start.date","End.date","converse.id","dream.id","usewell.id","whenever.id","consider.ought","people.ought","expect.ought","fail.ought","necessity","enjoy.intr","life.intr","exciting.intr","challenge.intr","job.instru","knowledge.instru","career.instru","money.instru","time.integr","becomelike.integr","meeting.integr","affinity.integr","improve.prof","speaking.prof","reading.prof","written.prof","listening.prof","citizen.post","interact.post","overseas.post","global.post","mot.qual","advantages.qual","idealfuture.qual","succ1.attrib","educ2.attrib","open3.attrib","élite4.attrib","citizen5.attrib","employable6.attrib","cultured7.attrib","interesting8.attrib","other.comment9.attrib","parents1.external","friends2.external","teachers3.external","press4.external","duty5.external","noextern6.external","other7.external","encouragement1.influence","other4.influence","transl1.sector","research2.sector","teaching3.sector","business4.sector","tourism5.sector","banking6.sector","organisation7.sector","communication8.sector","intrelations9.sector","Notsure10.sector","other11.sector","Age","Gender","L1","speak.other.L2","other.speak.other.L2","study.other.L2","origins","origins.specify","year.studyL2","other.year.studyL2","private.lessons1.other.ways","study.holiday2.other.ways","year.sem.abroad3.other.ways","online.course4.other.ways","other5.other.ways","degree","other.degree1","comparative.culture.minor1","philosophy.minor2","Language.literature.culture.minor3","art.music.theatre.minor4","ancient studies.minor5","history.minor6","computer.science.minor7","law.minor8","economics.minor9","communication.minor10","catholic.theology.minor11","evangelical.theology.minor12","DAF.minor13","orthodox theology.minor14","sinology.minor15","scandinavian.studies.minor16","other.minor17","study.year","prof","other.prof","insistence2.influence","pressure3.influence","Context"
5186579663,95520369,2017-01-24 21:05:00,2017-01-24 21:13:00,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly disagree","Strongly disagree","Disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I am studying to become a teacher. So my main motivation is pass my knowledge on to students. I also want to work as an international teacher one day, which is obviously only possible for the IB, if I know fluent English.","I think it can help me immensely if I want to go abroad in any way: work or leisure. It also connects people on an international level. For me, learning it at university level helps me understand the language on a deeper level so that I can teach it.","I think it will have a role in all aspects of my life. I should mention that I lived in India for 8 years and did the IB.",0,1,1,0,1,1,1,1,"welcoming",0,0,0,0,0,0,"I grew up with it. I love the language. I love to travel and think it is easier with it. I also want to help others learn it since I believe it is important to be able to communicate with many people on a global scale.",NA,NA,0,0,1,0,0,0,0,1,0,0,NA,"18-25","Female","German","Yes","Spanish","No","No",NA,"First year of primary school",NA,0,0,0,0,"living in an english-speaking country","Other","LA Gymnasium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Geography","3rd semester","Advanced",NA,NA,NA,"English in Germany"
5186574628,95520369,2017-01-24 20:59:00,2017-01-24 21:05:00,"Agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Disagree","Disagree","Agree","Strongly agree","Agree","Strongly agree","Agree","Not sure","Agree","Not sure","Not sure","Strongly agree","Not sure","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Basically, my love for the english language & countries, as well as the wish to improve my own English.","English is an international language that allows me to communicate with people all over the globe. Learning English at university level allows me to do this at the best of my abilities.","I would like to always be fluent in English and become an english teacher.",0,1,1,0,1,1,1,0,"These attributes (hopefully) come from being able to communicate with people everywhere.",0,0,0,0,0,1,"Studying English was my own decision; the people around me merely agreed that it was a suitable choice.",NA,NA,0,0,1,0,0,0,0,0,0,0,NA,"18-25","Female","German","Yes","French, but not that good.","No","No",NA,"Other","4th year of primary school",0,0,0,0,NA,"Other","LA Grundschule",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"1st semester","Advanced",NA,NA,NA,"English in Germany"
5186569508,95520369,2017-01-24 20:53:00,2017-01-24 20:59:00,"Agree","Agree","Strongly agree","Not sure","Disagree","Not sure","Disagree","Disagree","Agree","Agree","Disagree","Agree","Agree","Strongly agree","Not sure","Agree","Agree","Agree","Disagree","Agree","Not sure","Agree","Strongly agree","Agree","Strongly agree","Agree","Not sure","Agree","Agree","Agree","It was my best subject at school and I also find the language itself interesting; it's a think I really enjoy.","Having a major advantage when looking for a job; being able to communicate fluently with people from English speaking countries and travelling, without having to worry that you won't be able to communicate.","It could have to do a lot with my job (e.g. translator) / help me find new friends and having contacts world wide.",1,1,1,0,1,1,0,0,NA,0,0,0,0,0,1,"It was my personal interest and my personal choice",NA,NA,1,0,0,0,1,1,1,1,0,0,NA,"18-25","Female","Russian","Yes","German","No","No",NA,"Other","third year of primary school",0,0,0,0,NA,"BA in Anglistik",NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"1st semester","Advanced",NA,NA,NA,"English in Germany"
5186508717,95520369,2017-01-24 19:41:00,2017-01-24 19:47:00,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Disagree","Disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I want to improve my English so I can become an English teacher that is respected for their knowledge and capability.","Learning English opens many doors regardless of your native language. It allows you to communicate and to feel conected to people on a global scale.","Since I'm studying to become an English teacher I believe English will play a central role in both my working life and my private life.",1,1,1,0,1,1,1,1,NA,0,1,1,0,0,0,"The influence of modern (social) media. Since most of my private life is closely connected to the internet being sufficient in English is very important to me","1",NA,1,1,1,0,1,0,0,0,0,0,NA,"18-25","Female","German","Yes","French, Latin, studying Swedish","No","No",NA,"Other","sometime towards the end of primary school",0,0,0,0,"reading lots of English literature an watching English/American TV/movies","Other","English LA Gymnasium",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,"3rd semester","Advanced",NA,0,0,"English in Germany"
5186504871,95520369,2017-01-24 19:36:00,2017-01-24 19:40:00,"Strongly agree","Agree","Strongly agree","Agree","Disagree","Agree","Disagree","Disagree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Not sure","Not sure","Strongly agree","Strongly agree","Strongly agree","I love the language itself and the people who live in English speaking countries.","- being able to communicate with people from all over the world","- I find the time to read lots of English literatur in my free time 
- I meet English speaking people every day & speak English on a daily basis",1,1,1,0,0,0,0,0,NA,0,1,1,0,0,0,NA,"1",NA,0,0,0,0,0,0,0,0,0,1,NA,"18-25","Female","German","Yes","French","German","No",NA,"Other","3rd year of primary school",0,1,0,0,NA,"BA in Anglistik",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,"1st semester","Advanced",NA,0,0,"English in Germany"
5186501237,95520369,2017-01-24 19:31:00,2017-01-24 19:36:00,"Strongly agree","Agree","Agree","Strongly agree","Not sure","Not sure","Strongly disagree","Strongly disagree","Strongly agree","Not sure","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Not sure","Not sure","Agree","Not sure","Not sure","Agree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","English is the language of the world. 
And I need it for my study to become a teacher.","I will know much more about English then other people and mastering English is also connected to a certain status.","for traveling 
for teaching in school",0,1,0,0,1,0,1,0,NA,0,0,0,0,0,1,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,"18-25","Female","German","No",NA,"No","No",NA,"Other","third year of primary school",0,0,0,0,"2 weeks in England (school of Languages)","Other","Primary school",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"1st semester","Intermediate",NA,NA,NA,"English in Germany"
5186497076,95520369,2017-01-24 19:26:00,2017-01-24 19:31:00,"Not sure","Agree","Agree","Agree","Agree","Not sure","Disagree","Disagree",NA,"Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Not sure","Strongly agree","Not sure","Strongly agree","Not sure","Agree","Agree","Strongly agree","Agree","Agree","Agree","Not sure","Strongly agree","Agree","- to improve my English because it's a ""world language""
- to use it in my daily life",NA,"- to teach the language in elementary school",1,1,1,0,0,0,1,1,NA,0,0,0,0,0,1,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,"18-25","Female","Turkish","Yes","German","No","No","Turkey","Other","5. grade",0,0,0,0,"gap year (USA)","Other","education",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"1st semester","Upper-intermediate",NA,NA,NA,"English in Germany"
5186493777,95520369,2017-01-24 19:22:00,2017-01-24 19:26:00,"Agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Not sure","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Agree","Strongly agree","Strongly agree","Agree","Strongly agree","Not sure","Agree","Agree","Strongly agree","Agree","I want to work in English speaking countries","I've got a proof of how good I am at speaking English","Will be very important as I want to live and work in an English speaking country.",1,1,1,0,0,1,0,0,NA,0,0,0,0,0,1,NA,NA,NA,1,1,0,0,0,0,0,1,0,0,NA,"18-25","Female","German","No",NA,"No","No",NA,"Other","3rd year of primary school",0,0,1,0,NA,"BA in Anglistik",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,"1st semester","Upper-intermediate",NA,NA,NA,"English in Germany"
5186489712,95520369,2017-01-24 19:17:00,2017-01-24 19:22:00,"Agree","Strongly agree","Strongly agree","Agree","Disagree","Agree","Disagree","Disagree","Agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Interest in language and use English in my future job.","Being part of the globalized world","I will use it in my job",1,1,1,0,1,1,1,1,NA,0,0,0,1,0,0,NA,"1",NA,1,0,0,1,0,0,0,1,1,1,NA,"18-25","Female","German","Yes","Italian","No","No",NA,"First year of primary school",NA,0,0,0,0,"Vocabulary","Other","Lahramt Anglistik / Germanistik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Germanistik","1st semester","Upper-intermediate",NA,0,0,"English in Germany"
5186485427,95520369,2017-01-24 19:12:00,2017-01-24 19:17:00,"Agree","Strongly agree","Agree","Agree","Disagree","Not sure","Disagree","Disagree","Not sure","Agree","Not sure","Strongly agree","Agree","Not sure","Not sure","Not sure","Not sure","Strongly agree","Disagree","Strongly agree","Not sure","Strongly agree","Strongly agree","Agree","Agree","Agree","Not sure","Agree","Agree","Not sure","- improving speaking skills
- want to spend time in English speaking countries 
- I like the language 
- I think it'll be useful for the future","- Get to know the culture and history as well","- it is important for me because I want to travel the world 
- for communication",0,1,1,0,1,0,1,0,NA,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"Teacher for children with disabilities.","18-25","Female","German","Yes","French","No","No",NA,"Other","3rd year of primary",0,0,0,0,NA,"Other","--",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,"1st semester","Upper-intermediate",NA,NA,NA,"English in Germany"
5186474525,95520369,2017-01-24 18:57:00,2017-01-24 19:12:00,"Agree","Not sure","Not sure","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Agree","Not sure","Agree","Not sure","Strongly disagree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Um in der Welt besser kommunizieren zu können.","Englisch als Weltsprache zu beherrschen.","Englisch im privaten Gebrauch, als Hobby eine große Rolle, da ich viel und gerne reise. 
Im Beruf eine weniger wichtige Rolle.",0,1,1,0,1,0,1,1,NA,0,1,1,0,0,0,NA,"1",NA,0,0,1,0,0,0,0,0,0,0,NA,"18-25","Female","German","Yes","French","No","No",NA,"First year of primary school",NA,0,1,0,0,NA,"Other","Lehramt Sonderpädagogik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"1st semester","Upper-intermediate",NA,0,0,"English in Germany"
5186470197,95520369,2017-01-24 18:52:00,2017-01-24 18:57:00,"Not sure","Not sure","Strongly agree","Not sure","Disagree","Disagree","Strongly disagree","Not sure","Agree","Agree","Disagree","Agree","Agree","Agree","Strongly agree","Agree","Not sure","Agree","Disagree","Agree","Not sure","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Agree","I would like to teach English to young students.","Mit Literatur umgehen können.","Eine große Rolle, da unser Gesellschaft immer globaler wird.",0,1,1,0,0,0,1,0,NA,0,0,1,0,0,0,NA,"1",NA,0,0,1,0,0,0,0,0,0,0,NA,"18-25","Male","German","No",NA,"No","No",NA,"Other","3. Klasse Grundschule",0,0,0,0,NA,"Other","LA Mittelschule",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"1st semester","Upper-intermediate",NA,0,0,"English in Germany"
5186466741,95520369,2017-01-24 18:47:00,2017-01-24 18:52:00,"Not sure","Agree","Agree","Not sure","Not sure","Not sure","Disagree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Not sure","Agree","Not sure","Not sure","Strongly disagree","Disagree","Agree","Not sure","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree",NA,NA,NA,0,1,1,0,0,0,1,1,NA,0,0,0,0,0,1,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,NA,"18-25","Male","German","Yes",NA,"No","No",NA,"First year of primary school",NA,0,0,0,0,"myself","BA in Anglistik",NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,"2nd semester","Upper-intermediate",NA,NA,NA,"English in Germany"
5185792718,95520369,2017-01-24 06:30:00,2017-01-24 06:35:00,"Not sure","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Not sure","Strongly disagree","Strongly disagree","Not sure","Agree","Agree","Agree","Not sure","Agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Not sure","Strongly agree","Agree","Disagree","Agree","Agree","Strongly agree","Disagree","Agree","Agree","Agree","Agree","Studying literary science.","What status does German have?

Ease of communication with people from other countries, even non-English speaking ones.","English plays a central role in the future I've envisioned, as I'd like to become a professor of literature.",0,1,1,0,1,1,1,1,NA,0,0,0,0,0,1,"Main (internal) factor is interest in English literature",NA,NA,0,1,0,0,0,0,0,1,0,0,NA,"18-25","Male","German","Yes","French, Bulgarian","No","No",NA,"Other","when I moved to England (age 5)",0,0,0,0,NA,"BA in Anglistik",NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"1st semester","Advanced",NA,NA,NA,"English in Germany"
5185779890,95520369,2017-01-24 06:21:00,2017-01-24 06:29:00,"Agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Not sure","Disagree","Strongly disagree","Not sure","Agree","Disagree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Not sure","Strongly agree","Not sure","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Being able to communicate with people from different countries, having access to more media.",NA,NA,1,1,1,0,1,1,0,0,NA,0,1,0,0,0,0,NA,"1",NA,0,1,0,0,0,0,1,1,0,0,NA,"18-25","Other","German","Yes","Polish, French","No","No",NA,"Other","3rd year of primary school",0,0,0,0,NA,"BA in Anglistik",NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"1st semester","Advanced",NA,0,0,"English in Germany"
