Resp.ID,Collector.ID,start.date,End.date,converse.id,dream.id,usewell.id,whenever.id,consider.ought,people.ought,expect.ought,fail.ought,educated,enjoy.intr,life.intr,exciting.intr,challenge.intr,job.instru,knowledge.instru,career.instru,money.instru,time.integr,becomelike.integr,meeting.integr,affinity.integr,improve.prof,speaking.prof,reading.prof,written.prof,listening.prof,citizen.post,interact.post,overseas.post,globalaccess.post,reconnect.comm,speakersmelb.comm,comecloser.comm,mot.qual,advantages.qual,idealfuture.qual,succ1.attrib,educ2.attrib,open3.attrib,élite4.attrib,citizen5.attrib,employable6.attrib,cultured7.attrib,interesting8.attrib,other.comment9.attrib,parents1.external,friends2.external,teachers3.external,press4.external,duty5.external,noextern6.external,other7.external,encouragement1.influence,insistence2.influence,pressure3.influence,other4.influence,transl1.sector,research2.sector,teaching3.sector,business4.sector,tourism5.sector,banking6.sector,organisation7.sector,communication8.sector,intrelations9.sector,Notsure10.sector,other11.sector,Age,Gender,L1,speak.other.L2,study.other.L2,origins,origins.specify,primary1.L2school,secondary2.L2school,CLS3.L2school,VSL4.L2school,schooL2country5.L2school,other6.L2school,L2.VCE,private.lessons1.other.ways,study.holiday2.other.ways,year.sem.abroad3.other.ways,online.course4.other.ways,other5.other.ways,degree.roleL2,other.degree.roleL2,additional.major.minor1,additional.major.minor2,additional.major.minor3,additional.major.minor4,additional.major.minor5,additional.major.minor6,additional.major.minor7,additional.major.minor8,additional.major.minor9,additional.major.minor10,additional.major.minor11,additional.major.minor12,additional.major.minor13,additional.major.minor14,additional.major.minor15,additional.major.minor16,additional.major.minor17,additional.major.minor18,additional.major.minor19,additional.major.minor20,additional.major.minor21,additional.major.minor22,additional.major.minor23,additional.major.minor24,additional.major.minor25,additional.major.minor26,additional.major.minor27,additional.major.minor28,additional.major.minor29,additional.major.minor30,additional.major.minor31,additional.major.minor32,other.major.minor33,uni1.year,language.studies1.year,beginning.level,prof,year.studyL2,Context,other.attrib.richi,other.external.richi,other.sector.richi,other.L2school.richi,other.other.ways.richi,degree,degree.role
5309050523,96358748,2017-03-30T12:21:00Z,2017-03-30T12:29:00Z,Strongly agree,Not sure,Agree,Not sure,Agree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Not sure,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Not sure,Agree,Not sure,Strongly agree,Agree,Agree,To be able to speak another language.,"To have knowledge of a romantic language, and be able to access Italian literature, history, culture, etc. I think that having studied a european language at a high level is a impressive.","In the future, my knowledge of Italian will hopefully be used to communicate with people I work with/people I meet - I hope to work in editing, publishing, journalism or writing.",0,1,1,0,1,0,1,1,NA,1,0,1,0,1,0,NA,1,0,0,0,1,1,0,0,0,0,0,1,0,0,NA,18-25,Female,English,French.,No,Yes,My mothers' parents are Italian migrants.,0,1,0,0,0,NA,Yes,0,0,0,0,NA,Bachelor of Arts with Diploma of Languages (Italian),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English and Theatre Studies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Politics and International Studies,NA,NA,NA,NA,NA,NA,1st year,1st year,Italian 5 (University of Melbourne),Intermediate,1- 3 years,Italian in Australia,NA,NA,NA,NA,NA,HUM,DIPLOMA
5309110232,96358748,2017-03-30T13:34:00Z,2017-03-30T13:41:00Z,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Not sure,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,To converse with my Italian relatives.,It helps my English as well as giving me a new perspective of my academic journey.,I want to teach Italian to high school kids.,1,1,1,0,0,1,1,0,NA,1,0,1,0,0,0,NA,1,1,1,0,1,0,1,0,1,0,1,0,0,0,NA,18-25,Female,English,No,Spanish,Yes,Venice,0,1,0,0,0,NA,Yes,0,0,0,0,NA,Bachelor of Arts with Italian as a major,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,History,1st year,1st year,Italian 5 (University of Melbourne),Intermediate,4-6 years,Italian in Australia,NA,NA,NA,NA,NA,HUM,MAJOR
5309111980,96358748,2017-03-30T13:36:00Z,2017-03-30T13:40:00Z,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Not sure,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Strongly agree,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian in Australia,NA,NA,NA,NA,NA,NA,NA
5309150361,96358748,2017-03-30T14:30:00Z,2017-03-30T14:41:00Z,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Not sure,Disagree,Agree,Agree,Agree,Agree,Not sure,Agree,Not sure,Not sure,Agree,Not sure,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I am studying Italian with the current aim of reaching a proficient level where I can say I am fluent. I adore the Italian culture and language and so learning how to communicate with others in such a beautiful language I feel brings me closer to Italy as a cultural centre.,I believe that Italian is viewed as an incredibly attractive language in the sense that it is one of the 'romantic' languages closely related to its Latin ancestor. When someone possesses the skill of speaking in Italian people also view that person as having access to the expansive culture that the Italian language gives way to.,I plan to travel a lot to Italy in the future and in particular see relatives in Italy. I also believe that becoming a translator is definitely a possible goal of mine that would be amazing to reach.,1,1,1,1,1,1,1,1,WISE;WELL-TRAVELLED,1,1,1,0,0,0,NA,1,1,0,0,1,1,0,0,1,0,0,0,1,0,HEALTH,18-25,Male,English,Italian,No,No,NA,1,1,0,0,0,NA,Yes,0,1,0,0,NA,Bachelor of Arts with Italian as a major,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psychology,NA,NA,NA,NA,NA,1st year,1st year,Italian 5 (University of Melbourne),Upper-intermediate,more than 6 years,Italian in Australia,WISE;WELL-TRAVELLED,NA,HEALTH,NA,NA,HUM,MAJOR
5309191597,96358748,2017-03-30T15:31:00Z,2017-03-30T15:33:00Z,Strongly agree,Agree,Agree,Agree,Not sure,Disagree,Strongly disagree,Not sure,Not sure,Strongly agree,Not sure,Strongly agree,Strongly agree,Not sure,Strongly agree,Not sure,Disagree,Strongly agree,Not sure,Strongly agree,Not sure,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Not sure,Agree,Agree,Agree,Disagree,Agree,Agree,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian in Australia,NA,NA,NA,NA,NA,NA,NA
5309320158,96358748,2017-03-30T18:20:00Z,2017-03-30T18:27:00Z,Not sure,Strongly agree,Agree,Agree,Disagree,Not sure,Strongly disagree,Disagree,Disagree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,Not sure,Agree,Disagree,Agree,Not sure,Agree,Agree,Agree,Agree,Agree,Not sure,Not sure,Disagree,Disagree,Agree,Agree,Agree,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian in Australia,NA,NA,NA,NA,NA,NA,NA
5309431466,96358748,2017-03-30T20:25:00Z,2017-03-30T20:29:00Z,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly agree,Not sure,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian in Australia,NA,NA,NA,NA,NA,NA,NA
5309431490,96358748,2017-03-30T20:25:00Z,2017-03-30T20:31:00Z,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Agree,Agree,Disagree,Strongly agree,Agree,Not sure,Disagree,Not sure,Disagree,Strongly agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Not sure,Not sure,Strongly agree,Agree,Strongly disagree,Disagree,Not sure,Enjoying living and being in Italy as an Italian speaker - more enriching experience that way,To learn it very thoroughly so I can speak the language to the best of my ability,Travelling in Italy. Enjoying Italian culture in Australia,1,1,1,0,1,1,1,1,NA,1,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,18-25,Female,English,No,No,No,NA,1,1,0,0,0,NA,Yes,0,0,1,0,NA,Bachelor of Arts with Diploma of Languages (Italian),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English and Theatre Studies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psychology,NA,NA,NA,NA,NA,1st year,1st year,Italian 5 (University of Melbourne),Intermediate,more than 6 years,Italian in Australia,NA,NA,NA,NA,NA,HUM,DIPLOMA
5310699606,96358748,2017-03-31T11:09:00Z,2017-03-31T11:45:00Z,Agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Not sure,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Not sure,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Strongly agree,"To master the language in a way that I never could by learning in secondary schools, watching Italian TV or having conversations with my Italian dialect-speaking family. I'm also learning at the most respected institution in the country for studying Italian, which makes me want to see just what the best is. So far I've learned a lot more slang and swear words than my peers, and in Italian that's important.","The opportunities. Business with Italians (I write and would like to be able to translate), kinship with Italian speakers, overhearing conversations in Lygon St or in Northcote supermarkets, the exposure to all kinds of Italian media and the enrichment that brings, being able to do more things and go more places in Italian communities. My family in Italy also enjoy the novelty of a young Australian speaking their language.","Italian friends and business, books and TV. Hopefully Italy will make more podcasts.",1,1,1,0,1,0,1,1,NA,1,0,1,0,0,0,QC,0,0,0,0,1,1,0,0,0,0,0,1,0,0,NA,26-30,Male,English,Italian (with Sabine and parts of Calabrese dialect),No,Yes,NA,1,1,0,0,0,NA,NA,0,0,0,0,NA,Bachelor of Arts with Italian as a breadth subject.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Media and Communications,NA,NA,NA,NA,NA,NA,NA,NA,2nd year,1st year,Italian 5 (University of Melbourne),Upper-intermediate,more than 6 years,Italian in Australia,NA,QC,NA,NA,NA,HUM,BREADTH
5310846708,96358748,2017-03-31T14:29:00Z,2017-03-31T14:38:00Z,Agree,Agree,Disagree,Not sure,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Not sure,Not sure,Disagree,Agree,Not sure,Not sure,Strongly agree,Not sure,Not sure,Not sure,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Not sure,Agree,Agree,Strongly disagree,Not sure,Agree,"I commenced studying it in high school and took to it well, as it was the only language offered at my school. My decision to continue studying Italian in university felt like a necessity, as I did not want to lose my connection with the language.",It allows me to access a more academic side to my brain rather than the creativity I apply to my Bachelor of Music.,"I would just like to be a casual speaker of the language and have the ability to visit Italy with a comfortable fluency. It doesn't directly apply to my career, although I believe it will give me a certain confidence with my status as a bi-lingual person and of the freedom I hope to have when travelling in Europe.",0,1,1,0,1,0,1,1,NA,1,0,0,0,1,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENTERTAINMENT,18-25,Female,English,No,No,No,NA,0,1,0,0,0,NA,Yes,0,0,0,0,NA,"Other (please specify your degree and whether Italian is a major, minor or breadth subject)",Bachelor of Music,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1st year,1st year,Italian 5 (University of Melbourne),Intermediate,4-6 years,Italian in Australia,NA,NA,ENTERTAINMENT,NA,NA,HUM,NA
5311162315,96358748,2017-03-30T12:38:00Z,2017-03-31T21:53:00Z,Agree,Strongly agree,Not sure,Agree,Disagree,Not sure,Disagree,Disagree,Strongly agree,Agree,Not sure,Agree,Strongly agree,Not sure,Agree,Not sure,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Not sure,Agree,Agree,Strongly disagree,Agree,Agree,"I just want to be able to speak a language other than english. Italian was the only language offered at my highschool so I learnt it there, and when I got to university I didn't want to start from the beginning with a different language when I'd already done 5 years of Italian.",learning another language gives you greater awareness and understanding of how your own language works. As I am also studying creative writing this is an important skill for me. I also think (hope) that by learning Italian I am escaping the stereotype of the lazy English speaker,I would like to live in Italy at least for a period of my life. I am very interested in the art and culture of such an old society.,1,1,0,0,0,0,1,1,NA,0,0,0,0,0,0,QC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTERTAINMENT,18-25,Female,English,No,No,No,NA,0,1,0,0,0,NA,Yes,0,0,0,0,NA,Bachelor of Arts with Italian as a major,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Creative Writing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1st year,1st year,Italian 5 (University of Melbourne),Elementary,4-6 years,Italian in Australia,NA,QC,ENTERTAINMENT,NA,NA,HUM,MAJOR
5312302766,96358748,2017-04-01T12:18:00Z,2017-04-01T12:22:00Z,Agree,Agree,Agree,Agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Not sure,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Not sure,Not sure,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian in Australia,NA,NA,NA,NA,NA,NA,NA
5313115653,96358748,2017-04-02T14:34:00Z,2017-04-02T15:07:00Z,Agree,Not sure,Not sure,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Not sure,Strongly agree,Agree,Not sure,Strongly agree,Not sure,Not sure,Agree,Not sure,Strongly agree,Not sure,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Not sure,Agree,Not sure,Strongly disagree,Agree,Agree,"I really love languages, in general, but also im particularly attracted to the idea of being able to communicate with people in other languages. For me, this love is applicable to many languages, but learning italian happens to be my first goal.","i would say gaining the ability to communicate in another language. i dont place much status upon english, other than its sheer convenience because it is such a common, widespread language
","I definitely don't see learning italian as something that will advance my career in future (although i certainly wouldnt be complaining if this were the case). for me, italian is a language i will be able to read, write and express myself in, hopefully allowing me easier travel through italy one day.",0,1,1,0,0,0,1,1,NA,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,18-25,Female,English,Greek,No,No,NA,0,1,0,1,0,NA,No,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English and Theatre Studies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Linguistics and Applied Linguistics,NA,NA,NA,NA,NA,NA,NA,NA,NA,1st year,1st year,Italian 5 (University of Melbourne),Elementary,4-6 years,Italian in Australia,NA,NA,NA,NA,NA,NA,NA
5313900391,96358748,2017-04-03T15:48:00Z,2017-04-03T16:21:00Z,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Agree,Not sure,Agree,Disagree,Strongly agree,Agree,Not sure,Strongly agree,Not sure,Not sure,Strongly agree,Not sure,Agree,Not sure,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Not sure,Strongly agree,Agree,Strongly disagree,Not sure,Disagree,"When I was 15, I went on student exchange to Italy. I went to Italy because I wanted to go on exchange, I didn't go on exchange because I wanted to go to Italy specifically. I'm not Italian and I don't have any Italian heritage. I chose Italy because I had it as a subject as my school (though wouldn't say I had any actual knowledge of the language before I left). I then continued studying Italian because I wanted to, but also because my continued study of it was a condition of my going away. I have always been interested in languages and do really enjoy continuing to study Italian.","As much of an advantage as it is speaking English as a first language, I also think it's a bit sad the way English speakers never feel they need to learn another, as well as a bit obnoxious (especially if you're spending any extended amount of time in a non-English speaking country). I think it's an important way to broaden your horizons and look at things from a different perspective/through a different filter. I also think for me personally, being someone of a generation who were never taught grammar at school, it has assisted me immensely with that. As far as studying it specifically at university, I haven't really considered any that are really applicable to my life.","I want to be about to communicate in Italian fluently, though the only real practical application of it that I see is so I can show people I met that can speak Italian now :) Maybe I'd like to work in Italy someday, perhaps teaching English, in which case speaking Italian would be useful, however there's no specific reason I want to study it for my future, other than the satisfaction of having learnt it and not given it up.",1,1,1,0,1,0,1,1,NA,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CULTURE,18-25,Female,English,No,No,No,NA,1,1,0,0,1,EXCHANGE,Yes,1,0,1,0,M.PRIVATE.LESSONS,Bachelor of Arts with Italian as a minor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Creative Writing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Linguistics and Applied Linguistics,NA,NA,NA,NA,NA,Screen and Cultural Studies,NA,NA,NA,1st year,1st year,Italian 5 (University of Melbourne),Upper-intermediate,more than 6 years,Italian in Australia,NA,NA,CULTURE,EXCHANGE,M.PRIVATE.LESSONS,HUM,MINOR
5313990559,96358748,2017-04-03T17:47:00Z,2017-04-03T18:03:00Z,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Not sure,Strongly agree,Strongly agree,Disagree,Strongly agree,Not sure,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Not sure,Not sure,"It is a skill that I know I will have for the rest of my life, and will be relevant to whatever I wish to do, be that work related, or for travel. I want to do more travel, and for me, the ability to connect to a place and to people through the language that they speak is important, and enriches the experience.","For me, I don't necessarily think of clear advantages, since I am learning it not for a career necessarily, but more for a personal interest. An advantage to me is that I will be able to communicate with more people, travel in Italy speaking Italian, having a more well rounded experience. Allows the possibility of becoming part of a larger community, both internationally and in Australia. In addition, having learnt Italian will be a great advantage when/ if I do exchange.","In the near future I would love to do an exchange in Italy, having the chance to live completely differently for a long period of time. In terms of career, I think it would be amazing at some point to live and work in Italy, just because I love the country so much, but I have no specific career goals which will be assisted by my learning Italian. For me, it's important to engage with a community larger than Melbourne and Australia.",0,1,1,0,1,0,0,1,NA,1,1,0,0,0,0,QC,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,18-25,Female,English,No,No,No,NA,1,1,0,0,1,NA,Yes,1,0,0,0,NA,Bachelor of Arts with Diploma of Languages (Italian),NA,Ancient World Studies,Anthropology,NA,Art History,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1st year,1st year,Italian 5 (University of Melbourne),Intermediate,more than 6 years,Italian in Australia,NA,QC,NA,NA,NA,HUM,DIPLOMA
5315854825,96358748,2017-04-04T20:17:00Z,2017-04-04T20:20:00Z,Not sure,Agree,Agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Disagree,Strongly agree,Disagree,Strongly agree,Agree,Not sure,Strongly agree,Agree,Not sure,Agree,Not sure,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Not sure,Agree,Agree,Agree,Agree,Agree,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian in Australia,NA,NA,NA,NA,NA,NA,NA
5320920877,96358748,2017-04-07T23:37:00Z,2017-04-07T23:56:00Z,Strongly agree,Not sure,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Not sure,Strongly agree,Not sure,Not sure,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,"I am very passionate about languages and have a strong desire to being able to speak another language fluently. 

I really enjoy speaking Italian, but find it quite frustrating when there's something that I don't know how to say, so I'm studying it with the hope to improve my fluency. 

I like studying it because I enjoy how the language sounds. 

I feel a connection to Italian through classical music, which uses a lot of Italian terminology.","I'm  not really sure that there are that many advantages to learning Italian per se, as it's not a world language like English. Understanding another culture and language definitely gives you empathy to people of all different backgrounds, and there are cognitive benefits to being bilingual as well. 

Knowing Italian would allow me to live and work in a place where Italian is spoken, or interact with people of Italian backgrounds in a workplace environment; but in an Australian context, I only really see myself using it, in a non-social way, in a language teaching context. 


","I'm not sure, but I know that would like to be using Italian in my future and not forget the language.",1,1,1,0,0,0,1,1,NA,0,0,0,0,0,1,NA,0,0,0,0,1,1,1,0,0,0,0,0,0,1,NA,18-25,Female,English,"Italian, German",German,No,NA,0,1,0,0,0,NA,No,0,0,0,0,SELF.STUDY,Bachelor of Arts with Italian as a breadth subject.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Linguistics and Applied Linguistics,NA,NA,NA,NA,NA,NA,NA,NA,NA,3rd year,1st year,Italian 5 (University of Melbourne),Upper-intermediate,4-6 years,Italian in Australia,NA,NA,NA,NA,SELF.STUDY,HUM,BREADTH
5324524719,96358748,2017-04-11T19:14:00Z,2017-04-11T19:28:00Z,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Not sure,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,I want to translate Carla Lonzi.,"Learning to appreciate the cultural differences inherent in the linguistic profile of the Italian language.
Being able to communicate with people from different cultural backgrounds.
Gaining access to spaces and thus to people and experiences that would otherwise be restricted.",It supports my career as a translator.,0,0,0,0,0,1,0,0,ABLE.TO.COMMUNICATE,0,0,0,0,0,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,26-30,Female,NA,"Thai, Spanish, Catalan, German, Chinese","Spanish, German, Chinese",No,NA,0,0,0,0,0,NA,NA,0,0,0,0,L2.RESOURCES,Bachelor of Arts with Diploma of Languages (Italian),NA,NA,NA,NA,NA,NA,NA,Australian Indigenous Studies,Chinese,NA,NA,NA,NA,NA,NA,NA,NA,German,NA,NA,NA,NA,NA,NA,Linguistics and Applied Linguistics,NA,Philosophy,NA,NA,NA,NA,NA,Spanish and Latin American Studies,NA,4th year bachelor,2nd year,Italian 1 (University of Melbourne),Intermediate,0 years,Italian in Australia,ABLE.TO.COMMUNICATE,NA,NA,NA,L2.RESOURCES,HUM,DIPLOMA
5326042842,96358748,2017-04-12T22:41:00Z,2017-04-12T22:54:00Z,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Not sure,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Agree,Agree,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian in Australia,NA,NA,NA,NA,NA,NA,NA
