Resp.ID,Collector.ID,start.date,End.date,converse.id,dream.id,usewell.id,whenever.id,consider.ought,people.ought,expect.ought,fail.ought,necessity,enjoy.intr,life.intr,exciting.intr,challenge.intr,job.instru,knowledge.instru,career.instru,money.instru,time.integr,becomelike.integr,meeting.integr,affinity.integr,improve.prof,speaking.prof,reading.prof,written.prof,listening.prof,citizen.post,interact.post,overseas.post,globalaccess.post,mot.qual,advantages.qual,idealfuture.qual,succ1.attrib,educ2.attrib,open3.attrib,élite4.attrib,citizen5.attrib,employable6.attrib,cultured7.attrib,interesting8.attrib,other.comment9.attrib,parents1.external,friends2.external,teachers3.external,press4.external,duty5.external,noextern6.external,other7.external,transl1.sector,research2.sector,teaching3.sector,business4.sector,tourism5.sector,banking6.sector,organisation7.sector,communication8.sector,intrelations9.sector,Notsure10.sector,other11.sector,Age,Gender,L1,speak.other.L2,other.speak.other.L2,study.other.L2,origins,origins.specify,year.studyL2,other.year.studyL2,private.lessons1.other.ways,study.holiday2.other.ways,year.sem.abroad3.other.ways,online.course4.other.ways,other5.other.ways,degree,other.degree1,roleL2.degree,other.roleL2.degree,study.year,prof,other.prof,encouragement1.influence,insistence2.influence,pressure3.influence,other4.influence,Context,other.attrib.richi,other.external.richi,other.sector.richi,other.year.studyL2.richi,other.other.ways.richi
5125014922,94260199,2016-12-05T22:02:00Z,2016-12-05T22:15:00Z,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would like to work abroad and be able to speak to (almost) everyone.,"Nowadays, many people know English. But how many of them know English at a medium-high level? I think university helps me improving my spoken and written English, and becoming an expert of this language.","The future me will speak English to communicate with colleagues, or will teach English to Italian students, or will teach Italian to English speakers, or will translate from and to English language.",1,0,1,0,1,1,1,1,NA,0,0,0,0,0,1,QC,0,1,0,0,0,0,1,1,1,0,NA,18-25,Female,Italian,Yes,"French, Spanish, and German.",German,No,NA,Kindergarten,NA,0,0,1,0,NA,Lingue e letterature straniere,NA,First or second language,NA,1st year,Upper-intermediate,NA,0,0,0,No external influences,English in Italy,NA,QC,NA,NA,NA
5125043003,94260199,2016-12-05T22:24:00Z,2016-12-05T22:28:00Z,Agree,Agree,Agree,Agree,Disagree,Not sure,Strongly disagree,Disagree,Disagree,Agree,Not sure,Strongly agree,Strongly agree,Agree,Agree,Agree,Not sure,Strongly agree,Not sure,Agree,Agree,Agree,Agree,Not sure,Agree,Strongly agree,Agree,Agree,Agree,Agree,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English in Italy,NA,NA,NA,NA,NA
5125070122,94260199,2016-12-05T22:49:00Z,2016-12-05T23:21:00Z,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Not sure,Agree,Disagree,NA,Strongly disagree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Not sure,Agree,Not sure,Strongly agree,Not sure,Disagree,Strongly agree,Agree,NA,Agree,Disagree,Agree,Agree,Strongly agree,"My main motivation is my family. They expect from me to have a very good level of English so in the future I can become a good teacher of this language and earn money. Also there is no comperison between reading the book in original and the translated one. Those words were selected from that language we should read it like that in order to enjoy it.
",My mother tongue is Albanian and I feel Italian as my second Language maybe because of the short distance between our countries. Regarding English I am studying it at university because I want to be an English teacher.,I think English will have the most important role in my life. I am trying hard in learning it so in the future I can become able to help others learn it to.,1,1,1,0,0,0,1,0,NA,0,0,0,1,0,0,QC,0,1,1,1,0,0,0,0,0,0,NA,18-25,Female,Albanian,Yes,"Italian 
French","German
Chinese",No,NA,Other,SECONDARY.SCHOOL,0,0,0,0,NA,Lingue e letterature straniere,NA,First or second language,NA,3rd year,Advanced,NA,1,0,0,NA,English in Italy,NA,QC,NA,SECONDARY.SCHOOL,NA
5125164889,94260199,2016-12-05T23:53:00Z,2016-12-06T00:09:00Z,Strongly agree,Agree,Agree,Strongly agree,Disagree,Not sure,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Not sure,Strongly agree,Disagree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,"My main motivation is my love for this language: I love its sound, its grammar, the possibilities that offers me and the culture behind it.",The opportunity to reach a level of excellence toward this language,NA,0,1,1,0,0,1,1,0,NA,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,18-25,Female,Italian,Yes,Just a little bit of french,Russian,No,NA,Other,SECOND.YEAR.PRIMARY,0,0,0,0,L2.RESOURCES,Lingue e letterature straniere,NA,First or second language,NA,1st year,Upper-intermediate,NA,NA,NA,NA,NA,English in Italy,NA,NA,NA,SECOND.YEAR.PRIMARY,L2.RESOURCES
5125200515,94260199,2016-12-06T00:03:00Z,2016-12-06T00:15:00Z,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,Not sure,Not sure,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Not sure,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English in Italy,NA,NA,NA,NA,NA
5125291297,94260199,2016-12-06T00:57:00Z,2016-12-06T01:17:00Z,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"I want to study English for several reasons, but mainly because I really love the language and I hope to live in a English-speaking country someday, in my future. The knowledge of this language will also prove to be quite useful in my future career, I suppose.","Learning English at university level allows a deeper knowledge of the language, which is, in my opinion, not taught well enough/not given the right importance in previous levels.","I'm sure English will be quite useful in both my job and personal life; it allows the speaker to communicate with the whole world, and thus freeing us from language barriers.",0,1,1,0,1,1,1,0,NA,1,1,1,0,0,NA,NA,1,0,0,1,0,0,0,1,1,0,NA,18-25,Female,Italian,No,NA,Japanese,No,NA,First year of primary school,NA,0,1,0,1,NA,"Lingue, mercati e culture dell'Asia",NA,First or second language,NA,1st year,Advanced,NA,1,0,0,NA,English in Italy,NA,NA,NA,NA,NA
5125372188,94260199,2016-12-06T01:36:00Z,2016-12-06T01:54:00Z,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Not sure,Agree,Strongly disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,"I consider English to be the most valuable language in terms of mediation and I've always found myself enjoying real-life and virtual environments in which the language used was, in fact, English. 
With my language of focus being Japanese, i also consider English to be an important mediation tool in terms of working as a professional translator.","I always thought knowing a romance language was of no help when learning english, since the structural origins of the two languages are historically different.","When thinking about my future i picture myself as a translator working for a big company such as Nintendo, or a professional parliament interpreter. Both of which require a constant use of English.",1,1,1,0,0,0,1,0,NA,0,0,0,0,0,NA,NA,1,0,0,1,0,0,1,0,1,0,NA,18-25,Other,Italian,Yes,some Spanish and I'm currently learning Japanese,Japanese,No,NA,First year of primary school,NA,0,0,0,0,L2.RESOURCES,"Lingue, mercati e culture dell'Asia",NA,First or second language,NA,1st year,Upper-intermediate,NA,NA,NA,NA,NA,English in Italy,NA,NA,NA,NA,L2.RESOURCES
5125416057,94260199,2016-12-06T01:55:00Z,2016-12-06T02:14:00Z,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Not sure,Agree,Disagree,Not sure,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"I think the main motivation is that I want to work in the US. If I want to go and live there I really need good skills in this language. Moreover English has always been my favoufite language and I find it very interesting, which really motivates me to study it even more.","I don't really know. I think that knowing English is important because Italian is not a very known language, but I don't know what other advantages could be.","I'd like to be an Italian teacher in the US, so I'll need English in the everyday life. English, as Italian, will have a very important role in my future.",0,1,1,0,1,1,1,1,NA,1,0,0,1,0,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,18-25,Female,Italian,Yes,French and Spanish,Spanish,No,NA,Other,PERSONAL,0,1,0,0,NA,Lingue e letterature straniere,NA,First or second language,NA,1st year,Advanced,NA,1,0,0,NA,English in Italy,NA,NA,NA,PERSONAL,NA
5125428973,94260199,2016-12-06T02:01:00Z,2016-12-06T02:20:00Z,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Not sure,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Not sure,Agree,Not sure,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,NA,NA,NA,0,0,1,0,1,1,0,0,NA,0,0,0,1,0,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,18-25,Male,Italian,Yes,French and Spanish,French,No,NA,First year of primary school,NA,0,1,0,0,NA,Lingue e letterature straniere,NA,First or second language,NA,1st year,Upper-intermediate,NA,1,0,0,NA,English in Italy,NA,NA,NA,NA,NA
5125460681,94260199,2016-12-06T02:17:00Z,2016-12-06T02:23:00Z,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Not sure,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,"I want to become an English teacher, because I find it fun and very rewarding. Also because it allows me to meet people around the world.","It gives me a broader understanding of English as a language, culture and system.",It will be one of my jobs.,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,18-25,Female,Italian,No,NA,French,No,NA,First year of primary school,NA,0,0,1,0,NA,Lingue e letterature straniere,NA,First or second language,NA,1st year,Advanced,NA,NA,NA,NA,NA,English in Italy,NA,NA,NA,NA,NA
5125555057,94260199,2016-12-06T02:58:00Z,2016-12-06T03:04:00Z,Strongly agree,Not sure,Agree,Agree,Agree,Agree,Disagree,Not sure,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Not sure,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Not sure,Agree,Strongly agree,Agree,Agree,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English in Italy,NA,NA,NA,NA,NA
5125568054,94260199,2016-12-06T03:01:00Z,2016-12-06T03:34:00Z,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Not sure,Disagree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Not sure,Strongly agree,Not sure,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,NA,Strongly agree,Strongly agree,Strongly agree,"I love languages in general and above all English: I love English idioms and especially its culture.
Moreover, I love English because it gives me the opportunity to connect myself with many different countries and different cultures, so with the entire world.
I know that I've written not just one motivation, but I can't really choose one of them only.","Studying English at University deepens my knowledge of this language, as I don't want only to be able to interact with other people in English when I ought to, but I want English to be a huge part of my professional future. At my university, indeed, I'm not just studying ""pragmatical"" English, but accurate grammar and literature.","As I said before, I hope to use English very often.",0,1,1,0,1,1,1,0,NA,1,0,0,1,0,NA,NA,0,0,0,0,0,0,0,0,1,0,NA,18-25,Female,Italian,Yes,French,French,No,NA,First year of primary school,NA,0,1,0,0,L2.RESOURCES,Lingue e letterature straniere,NA,First or second language,NA,1st year,Advanced,NA,1,0,0,NA,English in Italy,NA,NA,NA,NA,L2.RESOURCES
5125672350,94260199,2016-12-06T03:56:00Z,2016-12-06T04:07:00Z,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Not sure,Strongly agree,Not sure,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Studio inglese perché, oltre ad affascinarmi molto,  lo ritengo indispensabile per poter viaggiare, comunicare con il resto del mondo e allargare gli orizzonti lavorativi.","It gives me the possibility to learn to speak and read at high level in another languages, undestrood by everyone",English can make me be able to work in an international level,0,1,1,0,1,1,0,0,NA,0,0,0,0,0,NA,NA,0,0,1,0,0,0,1,0,1,0,NA,18-25,Female,Italian,Yes,Spanish,Spanish,No,NA,First year of primary school,NA,0,0,1,0,NA,Lingue e letterature straniere,NA,First or second language,NA,1st year,Upper-intermediate,NA,NA,NA,NA,NA,English in Italy,NA,NA,NA,NA,NA
5125959897,94260199,2016-12-06T06:14:00Z,2016-12-06T06:27:00Z,Strongly agree,Strongly agree,Agree,Strongly agree,Not sure,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Not sure,Strongly agree,Not sure,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"I love the language and I hope someday I am gonna be able to use it not only for my job, but in every day life","Italian is not one of the most studied languages abroad, so studying English will allow me to work and get in contact with people from all over the world",A very important role as I am planning to work in a English-speaking country,0,0,1,0,1,1,1,0,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,NA,18-25,Female,Italian,No,NA,Japanese,No,NA,Other,THIRD.YEAR.PRIMARY,0,1,0,0,NA,Lingue e letterature straniere,NA,First or second language,NA,1st year,Upper-intermediate,NA,NA,NA,NA,NA,English in Italy,NA,NA,NA,THIRD.YEAR.PRIMARY,NA
