Resp.ID,Collector.ID,start.date,End.date,converse.id,dream.id,usewell.id,whenever.id,consider.ought,people.ought,expect.ought,educated,fail.ought,enjoy.intr,life.intr,exciting.intr,challenge.intr,job.instru,knowledge.instru,career.instru,money.instru,time.integr,becomelike.integr,meeting.integr,affinity.integr,improve.prof,speaking.prof,reading.prof,written.prof,listening.prof,citizen.post,interact.post,overseas.post,globalaccess.post,reconnect.comm,speakersmelb.comm,comecloser.comm,mot.qual,advantages.qual,idealfuture.qual,succ1.attrib,educ2.attrib,open3.attrib,élite4.attrib,citizen5.attrib,employable6.attrib,cultured7.attrib,interesting8.attrib,other.comment9.attrib,parents1.external,friends2.external,teachers3.external,press4.external,duty5.external,noextern6.external,other7.external,encouragement1.influence,insistence2.influence,pressure3.influence,other4.influence,transl1.sector,research2.sector,teaching3.sector,business4.sector,tourism5.sector,banking6.sector,organisation7.sector,communication8.sector,intrelations9.sector,Notsure10.sector,other11.sector,Age,Gender,L1,speak.other.L2,study.other.L2,origins,origins.specify,primary1.L2school,secondary2.L2school,CLS3.L2school,VSL4.L2school,schooL2country5.L2school,other6.L2school,L2.VCE,private.lessons1.other.ways,study.holiday2.other.ways,year.sem.abroad3.other.ways,online.course4.other.ways,other5.other.ways,arts.major.degree1,arts.minor.breadth.degree2,arts.breadth.degree3,arts.diploma.degree3,science.major.degree4,science.minor.breadth5,science.breadth.degree6,other.degree.7,additional.major.minor1,additional.major.minor2,additional.major.minor3,additional.major.minor4,additional.major.minor5,additional.major.minor6,additional.major.minor7,additional.major.minor8,additional.major.minor9,additional.major.minor10,additional.major.minor11,additional.major.minor12,additional.major.minor13,additional.major.minor14,additional.major.minor15,additional.major.minor16,additional.major.minor17,additional.major.minor18,additional.major.minor19,additional.major.minor20,additional.major.minor21,additional.major.minor22,additional.major.minor23,additional.major.minor24,additional.major.minor25,additional.major.minor26,additional.major.minor27,additional.major.minor28,additional.major.minor29,additional.major.minor30,additional.major.minor31,additional.major.minor32,other.major.minor33,uni1.year,language.studies1.year,beginning.level,prof,year.studyL2,Context,other.attrib.richi,other.external.richi,other.sector.richi,other.L2school.richi,other.other.ways.richi,degree,degree.role
5318909395,97084573,2017-04-06T12:16:00Z,2017-04-06T15:21:00Z,Not sure,Agree,Strongly agree,Not sure,Agree,Agree,Agree,Not sure,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Not sure,Agree,Not sure,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Not sure,Agree,Strongly agree,Not sure,Not sure,Agree,Agree,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,German in Australia,NA,NA,NA,NA,NA,NA,NA
5319273339,97084573,2017-04-06T20:54:00Z,2017-04-06T21:04:00Z,Agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Agree,Disagree,Agree,Agree,Not sure,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Not sure,Communication with family and better job prospects.,"Receiving official accreditation for language skills, which is something that can go on a resume.","Hopefully I will gain employment as an engineer at a German company, whether it be based in Europe or Australia. I can see myself using German to communicate at work in this scenario.",0,1,0,0,1,1,0,0,NA,1,0,0,0,0,0,QC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENGINEERING,18-25,Male,English,No,No,Yes,German father,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diploma of Languages, Bachelor of Engineering",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3rd year,3rd year,German 3 (Melbourne University),Advanced,0 years,German in Australia,NA,QC,ENGINEERING,NA,NA,SCI,DIPLOMA
5319356699,97084573,2017-04-06T22:17:00Z,2017-04-06T22:35:00Z,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Not sure,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Not sure,Not sure,Strongly agree,Not sure,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,"Through learning the syntax and grammar of German as a second language, I've gained a much better handle of English. Besides that, I'm really fascinated by the scientists and thinkers of the Enlightenment period, and learning German makes me feel more connected to important history.","I'm good at it and I find it fun, so it's a good way to stay engaged with the Arts side of my Arts/Law double degree without taking on something too stressful. 

Also, I believe that learning a Germanic language has improved my English skills. I'm a bit of a language nerd, so I love anything that helps me get my eye in for etymological roots.","At the very least, I want to study for a semester abroad. I can envision a future where I live and work in Germany, but I don't think it's very likely to eventuate.",0,1,1,1,1,0,1,1,SKILLED.AWARE.COMPETENT,0,0,0,1,1,0,NA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,LAW,18-25,Other,English,No,No,Yes,"My father is a second-generation Ukrainian-Australian. He grew up in a community of European migrants in which German was the lingua franca. He studied Russian, Ukrainian and German at university level and is now qualified to translate in all of these languages.",0,1,0,0,0,NA,Yes,NA,0,1,NA,NA,Bachelor of Arts with German as a major,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Law,NA,NA,NA,Politics and International Studies,NA,NA,NA,NA,NA,NA,1st year,1st year,German 7 (Melbourne University),Intermediate,4-6 years,German in Australia,SKILLED.AWARE.COMPETENT,NA,LAW,NA,NA,HUM,MAJOR
5320276187,97084573,2017-04-07T08:52:00Z,2017-04-07T09:08:00Z,Disagree,Not sure,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Not sure,Agree,Agree,Not sure,Agree,Disagree,Not sure,Not sure,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,I studied German in high schoool but did not complete it in VCE. I hope to travel to Germany and possibly study there as well. Therefore I am taking German in order to improve my fluency.,"After completing German as a minor in my Arts course I hope it will help me live and work in the global community. Being bilingual is a skill that many native English speakers lack, and I hope that this will help set me apart as I enter the workforce.","I would like to travel through Europe and spend time specifically in Germany. I hope that leaning this language will help me to be more independent. I'm currently unsure what career I might pursue, but am considering becoming a flight attendent, where having a second language would be crucial.",1,1,1,0,1,1,1,0,NA,0,0,1,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CULTURE,18-25,Female,English,No,No,No,NA,0,1,1,0,0,NA,No,NA,0,0,NA,NA,NA,Bachelor of Arts with German as a minor/breadth subject,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Creative Writing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1st year,1st year,German 3 (Melbourne University),Intermediate,4-6 years,German in Australia,NA,NA,CULTURE,NA,NA,HUM,MINOR.BREADTH
5320334131,97084573,2017-04-07T10:00:00Z,2017-04-07T10:05:00Z,Not sure,Not sure,Not sure,Not sure,Agree,Not sure,Disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Not sure,Agree,Not sure,Not sure,Not sure,Not sure,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,German in Australia,NA,NA,NA,NA,NA,NA,NA
5322162400,97084573,2017-04-09T05:51:00Z,2017-04-09T06:00:00Z,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Not sure,Strongly agree,Strongly agree,Not sure,Agree,Agree,Not sure,Strongly agree,Not sure,Strongly agree,Not sure,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Not sure,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,German in Australia,NA,NA,NA,NA,NA,NA,NA
5322283435,97084573,2017-04-09T11:03:00Z,2017-04-09T11:04:00Z,Agree,Strongly agree,Agree,Agree,Not sure,Agree,Disagree,Agree,Not sure,Agree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Not sure,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,German in Australia,NA,NA,NA,NA,NA,NA,NA
5322294039,97084573,2017-04-09T11:34:00Z,2017-04-09T11:47:00Z,Strongly agree,Strongly agree,Not sure,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Not sure,Strongly agree,Not sure,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Not sure,Not sure,My main motivation for studying German is to become proficient in German. I want to become proficient because my mother's side of the family is from Germany and I want to be able to communicate with them easily and effectively. I also have a German citizenship and many friends there so I want to be proficient so that I can fully and completely integrate into a German community if I ever want to do so. I also might want to study or work there so again it allows me to fully immerse myself without any barriers.,It is a widely used language in professional settings so hopefully there is enough demand that it will assist me in getting a decent paying job.,German will always be a big part of my life because I need it to communicate with my best friends from Germany and my family. I want to visit many times and it will allow me to travel freely and maybe one day work there.,1,0,1,0,1,1,1,0,QC,1,1,0,0,1,1,M.NO.EXTERNAL.FACTORS,1,0,0,0,1,1,0,0,1,0,1,1,1,1,NA,18-25,Female,English,German and Japanese,Japanese,Yes,"My mother and all her side of the family were born and grew up in Germany. As of current, all of them still live there except for my mother.",0,0,0,0,0,NA,No,NA,0,1,NA,NA,NA,Bachelor of Arts with German as a minor/breadth subject,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japanese,NA,Linguistics and Applied Linguistics,NA,NA,NA,NA,NA,NA,NA,NA,NA,1st year,2nd year,German 3 (Melbourne University),Intermediate,Less than a year,German in Australia,QC,M.NO.EXTERNAL.FACTORS,NA,NA,NA,HUM,MINOR.BREADTH
5323066124,97084573,2017-04-10T18:20:00Z,2017-04-10T18:32:00Z,Strongly agree,Agree,Agree,Not sure,Agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Disagree,"My godparents are native germans and their extended family is like a second family. Although they have good english skills, I would love to continue to communicate with them in their first language. I'm not sure what the future holds, but I would also like to consider working for a german company (Bosch or Mercedes-Benz) using my business skill and german skills together.","It gives you an upper hand with future job perspectives when you have a second language. It also provides many communication advantages when travelling in Europe as if your not in a german-speaking country, you are not too far from finding someone who can speak german as many people in Europe speak multiple languages.","I will continue to travel and see my griends in Germany. Form the moment I touch down in Germany, being able to speak the language is an advantage. I will also potentially look at doing an exchange in Germany or do some future work in Germany.",1,1,0,0,1,1,1,1,NA,1,0,0,0,1,0,NA,1,0,1,0,0,0,0,1,0,1,1,0,0,0,NA,18-25,Female,English,German,No,No,NA,0,1,1,0,0,NA,Yes,NA,1,0,NA,NA,Bachelor of Arts with German as a major,NA,NA,NA,NA,NA,NA,Double degree B.Arts and B.Business,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Behavioural Studies, Marketing, Finance",3rd year,3rd year,German 3 (Melbourne University),Upper-intermediate,4-6 years,German in Australia,NA,NA,NA,NA,NA,QC,NA
5326234553,97084573,2017-04-13T01:08:00Z,2017-04-13T01:24:00Z,Agree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Not sure,Disagree,Agree,Agree,Not sure,Not sure,Not sure,Not sure,Strongly agree,Disagree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Not sure,Agree,Agree,Not sure,Not sure,Agree,Disagree,"I want to live there at some point in my life, hopefully soon. I want to be able to converse with people on the street, go shopping and make friends. I'm not sure if I want to work in a job that requires me to learn German. 
I also think learning another language is exciting and is good for your brain. I also find it interesting, to know where words come from. 
","Not many, to be honest. I think it's the same as learning it at a language school somewhere. I'm only learning it at uni because I'm already at uni. 
I also don't think German is a very practical language to learn. If i wanted to learn a second language for practical reasons I'd choose Mandarin or French or Spanish. I choose German because of my personal connection to the country and my desire to live there.","I wish to live there in the future, and be able to speak it well. I want to live there and not have to struggle with communication.",0,0,1,0,1,1,1,1,NA,1,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,18-25,Female,English,NA,No,Yes,My father is German. My brothers were born there and my mother lived there for ten years. She can speak fluent German.,0,1,0,0,0,NA,NA,NA,0,1,NA,NA,NA,Bachelor of Arts with German as a minor/breadth subject,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Australian Indigenous Studies,Chinese,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Islamic Studies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sociology,NA,NA,2nd year,3rd year,German introductory 2 (Monash),Advanced,1-3 years,German in Australia,NA,NA,NA,NA,NA,HUM,MINOR.BREADTH
5354107338,97084573,2017-05-10T17:46:00Z,2017-05-10T20:06:00Z,Agree,Strongly agree,Strongly agree,Not sure,Agree,Disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Not sure,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Not sure,I've always wanted to take up a second language. I'm a native english speaker and has always wanted to be bilingual. I came to know more about the German language when I met my girlfriend (who is German). She used to teach me little bits of it and I was very interested with how structured and logical the language is (mostly). I then decided to continue learning it as I like a challenge especially if it's a challenge I know I can handle. I mostly find German very satisfying to learn because of the structure and through that I can see evident progress in my work.,"I think that by learning German it gives me a huge advantage especially if I am planning to work in Europe in the future. It could be a possibility for me but I believe that the German language has a certain status to it as well and it is known to be a difficult language. Therefore, by mastering it in university, it would not only be impressive but beneficial to me in many future employment opportunities.","I think employment opportunities would be one. People who are bilingual are valued in certain firms, depending on the country of course. I also think that knowing the language would be an advantage if I am in a relationship with a german speaker. There are obvious language and cultural barriers between my current partner and I, despite her being able to speak english fluently. It is not a priority for me but it would be helpful as a side note.",0,1,0,0,1,1,1,1,AWARE,0,0,0,0,0,1,QC,0,0,0,0,0,0,0,1,0,0,1,0,0,0,HEALTH,18-25,Female,English,No,No,No,NA,0,0,0,0,0,NA,No,1,0,0,0,QC,NA,Bachelor of Arts with German as a minor/breadth subject,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psychology,NA,NA,NA,NA,NA,2nd year,1st year,German introductory 1 (Monash University),Elementary,0 years,German in Australia,AWARE,QC,HEALTH,NA,QC,HUM,MINOR.BREADTH
5354107464,97084573,2017-05-10T17:45:00Z,2017-05-10T17:54:00Z,Agree,Agree,Agree,Agree,Not sure,Agree,Not sure,Agree,Not sure,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Not sure,Agree,Agree,Strongly agree,Agree,Agree,Not sure,Agree,Agree,Agree,Strongly disagree,Agree,Disagree,Being multilingual and having an interest in German culture and history. Also to advance my career prospects.,Employers view it as more desirable,In my career if I travel and stay abroad in Germany,1,1,1,1,0,1,1,1,NA,0,0,0,1,0,0,NA,1,0,0,0,0,0,0,1,0,1,1,0,1,0,HEALTH,18-25,Male,English,Arabic,No,No,NA,0,0,0,0,0,NA,No,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor of science - German breadth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not majored yet,1st year,1st year,German introductory 1 (Monash University),Elementary,0 years,German in Australia,NA,NA,HEALTH,NA,NA,SCI,BREADTH
5354109611,97084573,2017-05-10T17:50:00Z,2017-05-10T18:03:00Z,Disagree,Not sure,Agree,Not sure,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Not sure,Agree,Agree,Not sure,Not sure,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Strongly agree,Agree,To face an intellectual challenge and develop a new skill. To have more in common with some relatives,I think an advantage would be to see the world with a new perspective. The many similarities between languages show connections between cultures and nationalities. Learning german at a university level can help me integrate multicilturalism into my understanding of my other subjects and apply it to my future.,"As I'll be working with clients, knowing german can help me better communicate with other german speakers, which can help make interpersonal relationships stronger",1,1,1,1,1,1,1,1,NA,0,0,0,0,0,1,QC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HEALTH,18-25,Female,English,Russian,No,No,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor of Biomedical science with german as a breadth subject,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biochemistry,1st year,1st year,German introductory 1 (Monash University),Elementary,0 years,German in Australia,NA,QC,HEALTH,NA,NA,SCI,BREADTH
5354111672,97084573,2017-05-10T17:54:00Z,2017-05-10T17:57:00Z,Not sure,Agree,Not sure,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Not sure,Agree,Disagree,Agree,Not sure,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,German in Australia,NA,NA,NA,NA,NA,NA,NA
5354121927,97084573,2017-05-10T18:13:00Z,2017-05-10T18:24:00Z,Not sure,Strongly agree,Not sure,Not sure,Disagree,Disagree,Strongly disagree,Not sure,Disagree,Agree,Not sure,Agree,Agree,Not sure,Agree,Not sure,Agree,Not sure,Not sure,Not sure,Not sure,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Not sure,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Not sure,I personally like learning new languages. German is a language that I learned for a very short while and I would like to learn more.,There may be a chance to apply your knowledge firsthand if you go on an exchange.,It would help me if I decide to travel to German speaking countries. It may also be good if I decide to find a job in a German speaking country.,1,1,1,0,0,1,0,1,NA,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,18-25,Female,Indonesian,"English, Javanese",No,No,NA,0,1,0,0,0,NA,No,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor of Science with German as elective,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biological sciences,1st year,1st year,German introductory 1 (Monash University),Elementary,Less than a year,German in Australia,NA,NA,NA,NA,NA,SCI,ELECTIVE
5354121956,97084573,2017-05-10T18:13:00Z,2017-05-10T18:28:00Z,Not sure,Not sure,Not sure,Not sure,Disagree,Disagree,Strongly disagree,Disagree,Not sure,Not sure,Disagree,Not sure,Not sure,Agree,Agree,Not sure,Agree,Not sure,Not sure,Not sure,Not sure,Agree,Not sure,Agree,Agree,Agree,Disagree,Agree,Disagree,Not sure,Agree,Not sure,Not sure,To help me in my occupation in the future.,"I am not a native English speaker. I think  learning more language will give us a better future, build our horizon.",Get a better job?,0,0,1,0,0,1,0,0,KNOWLEDGEABLE,0,0,0,0,0,1,M.NO.EXTERNAL.FACTORS,0,1,0,0,0,0,0,1,0,0,0,1,0,0,NA,18-25,Female,Mandarin,English,English?,No,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor of Arts with German as an elective,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,communication as major and behavioural studies as minor,2nd year,1st year,German introductory 1 (Monash University),Elementary,0 years,German in Australia,KNOWLEDGEABLE,M.NO.EXTERNAL.FACTORS,NA,NA,NA,HUM,ELECTIVE
5354171279,97084573,2017-05-10T19:45:00Z,2017-05-10T19:49:00Z,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Strongly disagree,Agree,Not sure,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,German in Australia,NA,NA,NA,NA,NA,NA,NA
5354196018,97084573,2017-05-10T20:30:00Z,2017-05-10T20:36:00Z,Strongly agree,Not sure,Strongly agree,Not sure,Agree,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Not sure,Agree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Not sure,Strongly agree,Agree,Disagree,Agree,Not sure,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,German in Australia,NA,NA,NA,NA,NA,NA,NA
5354211037,97084573,2017-05-10T20:56:00Z,2017-05-10T21:00:00Z,Agree,Not sure,Agree,Agree,Not sure,Agree,Strongly disagree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Not sure,Agree,Agree,Not sure,Agree,Not sure,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Not sure,Agree,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,German in Australia,NA,NA,NA,NA,NA,NA,NA
5354249037,97084573,2017-05-10T21:54:00Z,2017-05-10T22:08:00Z,Agree,Strongly agree,Strongly agree,Strongly agree,Not sure,Not sure,Disagree,Agree,Disagree,Strongly agree,Not sure,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Not sure,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Not sure,Agree,Strongly agree,Agree,Not sure,Disagree,Not sure,"I am learning German is because the language itself is cool. And in some extent, I am interested in travelling around the German-speaking countries.",It is more easy for me to understand the culture. I have more time to study German.,Probably German will just be a personal interest.,0,0,1,0,0,1,0,1,NA,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,18-25,Female,Mandarin,English,No,No,NA,0,1,0,0,0,NA,No,NA,0,0,NA,NA,NA,Bachelor of Arts with German as a minor/breadth subject,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chinese,NA,NA,NA,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2nd year,1st year,German introductory 1 (Monash University),Elementary,Less than a year,German in Australia,NA,NA,NA,NA,NA,HUM,MINOR.BREADTH
