"Resp.ID","Collector.ID","start.date","End.date","converse.id","dream.id","usewell.id","whenever.id","consider.ought","people.ought","expect.ought","fail.ought","educated","enjoy.intr","life.intr","exciting.intr","challenge.intr","job.instru","knowledge.instru","career.instru","money.instru","time.integr","becomelike.integr","meeting.integr","affinity.integr","improve.prof","speaking.prof","reading.prof","written.prof","listening.prof","citizen.post","interact.post","overseas.post","globalaccess.post","reconnect.comm","speakersmelb.comm","comecloser.comm","mot.qual","advantages.qual","idealfuture.qual","succ1.attrib","educ2.attrib","open3.attrib","élite4.attrib","citizen5.attrib","employable6.attrib","cultured7.attrib","interesting8.attrib","other.comment9.attrib","parents1.external","friends2.external","teachers3.external","press4.external","duty5.external","noextern6.external","other7.external","encouragement1.influence","insistence2.influence","pressure3.influence","other4.influence","transl1.sector","research2.sector","teaching3.sector","business4.sector","tourism5.sector","banking6.sector","organisation7.sector","communication8.sector","intrelations9.sector","Notsure10.sector","other11.sector","Age","Gender","L1","speak.other.L2","study.other.L2","origins","origins.specify","primary1.L2school","secondary2.L2school","CLS3.L2school","VSL4.L2school","schooL2country5.L2school","other6.L2school","L2.VCE","private.lessons1.other.ways","study.holiday2.other.ways","year.sem.abroad3.other.ways","online.course4.other.ways","other5.other.ways","additional.major.minor1","additional.major.minor2","additional.major.minor3","additional.major.minor4","additional.major.minor5","additional.major.minor6","additional.major.minor7","additional.major.minor8","additional.major.minor9","additional.major.minor10","additional.major.minor11","additional.major.minor12","additional.major.minor13","additional.major.minor14","additional.major.minor15","additional.major.minor16","additional.major.minor17","additional.major.minor18","additional.major.minor19","additional.major.minor20","additional.major.minor21","additional.major.minor22","additional.major.minor23","additional.major.minor24","additional.major.minor25","additional.major.minor26","additional.major.minor27","additional.major.minor28","additional.major.minor29","additional.major.minor30","additional.major.minor31","additional.major.minor32","other.major.minor33","uni1.year","language.studies1.year","beginning.level","prof","year.studyL2","Context","other.attrib.richi","other.external.richi","other.sector.richi","other.L2school.richi","other.other.ways.richi","degree","degree.role","degree.roleL2","other.degree.roleL2","arts.major.degree1","arts.minor.breadth.degree2","arts.breadth.degree3","arts.diploma.degree3","science.major.degree4","science.minor.breadth5","science.breadth.degree6","other.degree.7"
5313900391,96358748,2017-04-03 15:48:00,2017-04-03 16:21:00,"Agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Agree","Agree","Agree","Not sure","Agree","Disagree","Strongly agree","Agree","Not sure","Strongly agree","Not sure","Not sure","Strongly agree","Not sure","Agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Not sure","Strongly agree","Agree","Strongly disagree","Not sure","Disagree","When I was 15, I went on student exchange to Italy. I went to Italy because I wanted to go on exchange, I didn't go on exchange because I wanted to go to Italy specifically. I'm not Italian and I don't have any Italian heritage. I chose Italy because I had it as a subject as my school (though wouldn't say I had any actual knowledge of the language before I left). I then continued studying Italian because I wanted to, but also because my continued study of it was a condition of my going away. I have always been interested in languages and do really enjoy continuing to study Italian.","As much of an advantage as it is speaking English as a first language, I also think it's a bit sad the way English speakers never feel they need to learn another, as well as a bit obnoxious (especially if you're spending any extended amount of time in a non-English speaking country). I think it's an important way to broaden your horizons and look at things from a different perspective/through a different filter. I also think for me personally, being someone of a generation who were never taught grammar at school, it has assisted me immensely with that. As far as studying it specifically at university, I haven't really considered any that are really applicable to my life.","I want to be about to communicate in Italian fluently, though the only real practical application of it that I see is so I can show people I met that can speak Italian now :) Maybe I'd like to work in Italy someday, perhaps teaching English, in which case speaking Italian would be useful, however there's no specific reason I want to study it for my future, other than the satisfaction of having learnt it and not given it up.",1,1,1,0,1,0,1,1,NA,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CULTURE","18-25","Female","English","No","No","No",NA,1,1,0,0,1,"EXCHANGE","Yes",1,0,1,0,"M.PRIVATE.LESSONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Creative Writing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linguistics and Applied Linguistics",NA,NA,NA,NA,NA,"Screen and Cultural Studies",NA,NA,NA,"1st year","1st year","Italian 5 (University of Melbourne)","Upper-intermediate","more than 6 years","Italian in Australia",NA,NA,"CULTURE","EXCHANGE","M.PRIVATE.LESSONS","HUM","MINOR","Bachelor of Arts with Italian as a minor",NA,NA,NA,NA,NA,NA,NA,NA,NA
5313923253,97084573,2017-04-03 16:25:00,2017-04-03 16:28:00,"Agree","Agree","Agree","Not sure","Agree","Agree","Disagree","Disagree","Not sure","Agree","Not sure","Strongly agree","Strongly agree","Agree","Agree","Agree","Not sure","Agree","Not sure","Agree","Disagree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Not sure","Agree","Agree","Agree","Disagree","Agree","Disagree",NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"German in Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5313942138,97084573,2017-04-03 16:49:00,2017-04-03 16:59:00,"Strongly agree","Agree","Agree","Not sure","Agree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Not sure","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","My German heritage","Overseas exchanges, qualifications, future earning potential, Ian's intrinsic reward","Travel safety and accessibility, possible job opportunities",0,1,1,0,1,1,1,0,NA,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,1,0,1,1,0,1,0,NA,"18-25","Male","English","No","No","Yes","Grandfather was German, I also have German citizenship",0,1,0,0,0,NA,"Yes",NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Have not decided","1st year","1st year","German 5 (Melbourne University)","Intermediate","4-6 years","German in Australia",NA,NA,NA,NA,NA,NA,"PENDING",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Have not selected majors/minors yet"
5313953709,97084573,2017-04-03 17:05:00,2017-04-03 17:11:00,"Not sure","Agree","Agree","Agree","Not sure","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Strongly agree","Agree","Not sure","Strongly agree","Not sure","Disagree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Not sure","Agree","Agree","Agree","Disagree","Not sure","Agree","I like Germany and want to be able to speak a second language","It is probably easier to teach German in English than most other languages","Overseas travel and meeting up with friends. Possible study or work options too.",1,1,0,0,0,1,1,1,NA,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,"18-25","Male","English","No","No","No",NA,0,1,0,0,0,NA,"Yes",NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gender Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physics, Maths, Engineering","1st year","2nd year","German 3 (Melbourne University)","Upper-intermediate","4-6 years","German in Australia",NA,NA,NA,NA,NA,"SCI","MAJOR",NA,NA,NA,NA,NA,NA,"Bachelor of Science with German as a major",NA,NA,NA
5313976716,97084573,2017-04-03 17:31:00,2017-04-03 17:40:00,"Agree","Strongly agree","Agree","Strongly agree","Disagree","Agree","Disagree","Disagree","Not sure","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Disagree","Agree","Agree","Agree","Disagree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Disagree","Agree","Agree","I wish to ultimately work in the medical or science field within Europe or in a German speaking country. And it is always good to have a language under your belt and it makes you different from other applicants","You understand grammar better and can allow you to learn another foreign language","Hopefully either in translating or me working within Germany or Austria in a medical or scientific setting",0,1,1,0,1,1,1,1,NA,1,0,1,0,0,0,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"HEALTH","18-25","Female","English","Italian","Italian","No",NA,0,1,0,0,0,NA,"Yes",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1st year","2nd year","Intermediate 2","Upper-intermediate","4-6 years","German in Australia",NA,NA,"HEALTH",NA,NA,"QC","MAJOR",NA,NA,"Bachelor of Arts with German as a major",NA,NA,NA,NA,NA,NA,"Bachelor of Art/Science with a german major"
5313990559,96358748,2017-04-03 17:47:00,2017-04-03 18:03:00,"Strongly agree","Strongly agree","Agree","Strongly agree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Disagree","Strongly agree","Not sure","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Not sure","Not sure","It is a skill that I know I will have for the rest of my life, and will be relevant to whatever I wish to do, be that work related, or for travel. I want to do more travel, and for me, the ability to connect to a place and to people through the language that they speak is important, and enriches the experience.","For me, I don't necessarily think of clear advantages, since I am learning it not for a career necessarily, but more for a personal interest. An advantage to me is that I will be able to communicate with more people, travel in Italy speaking Italian, having a more well rounded experience. Allows the possibility of becoming part of a larger community, both internationally and in Australia. In addition, having learnt Italian will be a great advantage when/ if I do exchange.","In the near future I would love to do an exchange in Italy, having the chance to live completely differently for a long period of time. In terms of career, I think it would be amazing at some point to live and work in Italy, just because I love the country so much, but I have no specific career goals which will be assisted by my learning Italian. For me, it's important to engage with a community larger than Melbourne and Australia.",0,1,1,0,1,0,0,1,NA,1,1,0,0,0,0,"QC",1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,"18-25","Female","English","No","No","No",NA,1,1,0,0,1,NA,"Yes",1,0,0,0,NA,"Ancient World Studies","Anthropology",NA,"Art History",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1st year","1st year","Italian 5 (University of Melbourne)","Intermediate","more than 6 years","Italian in Australia",NA,"QC",NA,NA,NA,"HUM","DIPLOMA","Bachelor of Arts with Diploma of Languages (Italian)",NA,NA,NA,NA,NA,NA,NA,NA,NA
5314090454,97084573,2017-04-03 19:42:00,2017-04-03 19:48:00,"Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Disagree","Disagree","Agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Disagree","Not sure","Not sure",NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"German in Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5314102060,97084573,2017-04-03 19:56:00,2017-04-03 20:02:00,"Not sure","Not sure","Strongly agree","Agree","Strongly disagree","Not sure","Strongly disagree","Not sure","Disagree","Agree","Strongly disagree","Agree","Agree","Not sure","Strongly agree","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Not sure","Agree","Not sure","Strongly disagree","Not sure","Not sure","I want to learn another language and I am interested in the German language","Not sure","Not sure",0,1,1,0,0,0,0,1,NA,0,1,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,"18-25","Male","English","No","No","No",NA,0,0,0,0,0,NA,"No",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linguistics and Applied Linguistics",NA,NA,NA,NA,NA,NA,NA,NA,"Biology, Psychology","1st year","1st year","German 3 (Melbourne University)","Elementary","Less than a year","German in Australia",NA,NA,NA,NA,NA,"HUM.SCI","MAJOR",NA,NA,NA,"Bachelor of Arts with German as a minor/breadth subject",NA,NA,"Bachelor of Science with German as a major",NA,NA,NA
5314108334,97084573,2017-04-03 20:03:00,2017-04-03 20:15:00,"Disagree","Strongly agree","Agree","Agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Disagree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Strongly agree","Not sure","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Agree","Strongly disagree","Agree","Not sure","I find the language very exciting, and find Germany as a country highly fascinating. I simply heard the language when I was younger, and decided to pick it up as formal studies in University. I hope to one day live in Germany and communicate fluently in German as it is a highly nuanced and descriptive language that hopefully will allow me to communicate ideas effectively.","Learning German at a University level helps me understand English, and its origins and structure, better. Learning a secondary language is also an advantage in a country where most citizens who were born here, only speak English.","I aspire to one day work in Germany, and therefore German will play a pivotal role in everyday life. Even if I don't live in Germany, I want to continue to read German literature.",1,1,0,0,1,1,1,0,NA,0,0,0,0,0,1,NA,0,0,0,0,0,1,0,1,0,0,1,0,1,0,NA,"18-25","Female","Afrikaans","Afrikaans","No","No",NA,1,0,0,0,0,NA,"No",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Politics and International Studies",NA,NA,NA,NA,NA,"History","1st year","1st year","German 3 (Melbourne University)","Elementary","Less than a year","German in Australia",NA,NA,NA,NA,NA,"HUM","DIPLOMA",NA,NA,NA,NA,NA,"Bachelor of Arts with Diploma of Languages (German)",NA,NA,NA,NA
5314203363,97084573,2017-04-03 21:48:00,2017-04-03 22:06:00,"Agree","Strongly agree","Agree","Agree","Disagree","Disagree","Strongly disagree","Strongly disagree","Not sure","Strongly agree","Disagree","Agree","Agree","Not sure","Agree","Not sure","Agree","Strongly agree","Not sure","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Not sure","Strongly agree","Agree","Agree","Strongly disagree","Agree","Agree","To be able to communicate with my German friends","To have the flexibility of using another language and not always relying on and expecting others to know mine","Possibly for use in singing, but mostly for travel",0,1,1,0,0,0,0,1,NA,0,0,0,0,0,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ENTERTAINMENT","18-25","Male","English","No","No","No",NA,0,1,0,0,1,"EXCHANGE","Yes",NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Music Performance, Music History, Music Theory and Ear Training","1st year","1st year","German 3 (Melbourne University)","Upper-intermediate","4-6 years","German in Australia",NA,NA,"ENTERTAINMENT","EXCHANGE",NA,"HUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor of Music"
5315334509,97084573,2017-04-04 08:32:00,2017-04-04 09:11:00,"Agree","Agree","Agree","Strongly agree","Strongly disagree","Not sure","Strongly disagree","Strongly disagree","Agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Not sure","Strongly agree","Not sure","Not sure","Strongly agree","Disagree","Strongly agree","Not sure","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Not sure","Agree","Not sure","I began studying German in year 7 at my high school. The other choice was Indonesian which didn't appeal to me at all. So I chose German! I always found German extremely enjoyable and quite easy to understand, which confused me when everyone was telling me how hard German is to learn. I still found it not as challenging as everyone made me think it would be in year 12, however now at uni with all the extensions on my knowledge of grammar I see what everyone was talking about!
I stuck with German because I think it is so special and such an invaluable skill to be able to speak two or more languages. The more I learnt about German the more I liked about it, how it was much more widely spoken than I previously thought, and the country itself interested me immensely. 
Germany is an extremely well known country and has always been a powerful nation full of highly acclaimed scientists, writers, you name it. I really identify with Germany for their environmental consciousness as well, they are so fantastic with recycling and reducing waste efforts. 
I feel that learning another language never felt like a burden to me, I always enjoyed doing homework and viewed it as such an immense privilege. School can be really demotivating for me when I can't see the immediate connection between what I'm learning and it's application to the real world. That's why learning a language gets me so excited, because I can immediately apply what I've learnt, it's all so relevant!","After a gap year where I spent a lot of time in Germany, I saw the value in learning German, how special it was to be able to communicate with the locals. It made me feel special as well because it's quite unusual for an Australian with no German family members to be able to speak it. It surprised a lot of the locals, and one lady even said she'd never meant an Australian who spoke such good German! 
That just made me more determined to continue improving my language skills and bettering myself. To study German at university opens so many doors career wise. Since I don't see myself using German in my future job (who knows though!) it's even just so exciting to know that I could take opportunities to teach english in Germany for a gap year here or there. Just to have options open like that, it's great to know German is a skill I can fall back on!
I now am tutoring year 12 students with German so it has helped me to earn some extra money, but more than that has helped me to remain current with my skills and hopefully be able to pass my enthusiasm and love of German on to someone else.","I think German will always have a role in my future, I want to continually improve my skills and just become better and better. I think I will definitely travel to Germany again in the future, maybe to work and travel, but I know I never want to lose the valuable skill that is being able to converse in German. 
I am still very unsure about what future career I want to have, so maybe German will be a part of that!
It's also been an opener for me to want to study other languages, Spanish and Italian are next. Choosing to continue with German throughout high school and now university is a decision I will never ever regret, but rather be so thankful that I did. 
I even think about my future children and how valuable it would be for them to grow up with exposure to another language, so I'd love to teach them German as well.",0,1,1,0,1,1,1,1,NA,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,"18-25","Female","English","No","No","Yes",NA,0,1,0,0,0,NA,"Yes",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philosophy",NA,NA,NA,NA,NA,NA,NA,"1st year","1st year","German 5 (Melbourne University)","Intermediate","4-6 years","German in Australia",NA,NA,NA,NA,NA,"HUM","MINOR.BREADTH",NA,NA,NA,"Bachelor of Arts with German as a minor/breadth subject",NA,NA,NA,NA,NA,NA
5315369693,97084573,2017-04-04 09:20:00,2017-04-04 11:12:00,"Strongly agree","Strongly agree","Agree","Strongly agree","Disagree","Disagree","Disagree","Strongly disagree","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Disagree","Agree","Not sure","My initial motivation for learning German was out of necessity, as I had to learn a language at school. However, I soon made me fall in love with language learning. 

As I was finishing school, I decided that I wanted to pursue a career in International Relations. Obviously, languages are very useful in this field, so I guess you could say that my main motivation for continuing German at a university level, would be to better my career prospects.","It is very common for English speakers to only speak one language, as there is less necessity. This is particularly apparent in Australia, where we don't share many borders with other countries, unlike Europe. So, I think having a a major in a language, particularly at an advanced level, sets you apart from other people, who may only speak English. Languages are a skill that no one can take away from you and can be big assets to potential employers.","Pursuing a career in international relations will be very competitive and doing all you can to set yourself apart from others is a good way to increase your career prospects. I absolutely love Germany, having visited many times and hopefully continue to visit in the future. I can see myself living and working in Germany in the near future, to which advanced German skills will be obviously very beneficial. Even when not working in Germany itself, a second language would be still very useful in this field.",0,1,0,1,1,1,1,1,NA,0,0,0,0,0,1,"QC",0,0,0,0,1,0,0,0,0,0,1,0,1,0,NA,"18-25","Male","English","Spanish","I am also learning Spanish at University, although only at beginner level, unlike German.","No",NA,0,1,0,0,1,"QC","Yes",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Politics and International Studies",NA,NA,NA,NA,"Spanish and Latin American Studies",NA,"1st year","3rd year","German 7 (Melbourne University)","Advanced","more than 6 years","German in Australia",NA,"QC",NA,"QC",NA,"HUM","MAJOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor of Global Studies with German as a Major"
5315369822,97084573,2017-04-04 09:19:00,2017-04-04 09:32:00,"Disagree","Agree","Strongly agree","Agree","Not sure","Agree","Disagree","Agree","Agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Not sure","Agree","Not sure","Not sure","Strongly agree","Disagree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","A love of learning and in particular a love of languages and linguistics.","The ability to gain employment in German speaking countries more easily and the general benefits of second language learning and bilingualism.","I will hopefully be able to speak it more fluently and travel.",1,1,0,0,1,1,1,0,NA,1,1,1,0,0,0,"QC",0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,"18-25","Female","English","No","No","No",NA,0,1,1,0,0,NA,"Yes",NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linguistics and Applied Linguistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1st year","1st year","German 5 (Melbourne University)","Intermediate","1-3 years","German in Australia",NA,"QC",NA,NA,NA,"HUM","DIPLOMA",NA,NA,NA,NA,NA,"Bachelor of Arts with Diploma of Languages (German)",NA,NA,NA,NA
5315442120,97084573,2017-04-04 10:39:00,2017-04-04 10:59:00,"Strongly agree","Strongly agree","Agree","Strongly agree","Not sure","Agree","Agree","Disagree","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Not sure","Strongly agree","Agree","Agree","Not sure","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Disagree","Not sure","Not sure","I believe that by learning German, I will be able to expand my horizons in the future and become a useful member of a global society.  I believe that learning a language is important in todays world, and that german is an important, interesting and fun language to learn.","I think that learning german allows me to better understand my own language.  By learning at a university level, i can find overlapping topics and parts that are relevant to other units i undertake, such as linguistics.  While english may appear to have a 'certain status', i believe german is just as respectable, especially considering that it is a sister language to english.","I see that german is a key aspect to who i am.  Being able to speak multiple languages is something i view as an indispensable skill (i also study Chinese, mandarin), and i think that being able to speak german will allow me to go across Europe, and asian language across Asia, and english across the world.  I believe that german, through the specific use if the formal subect also allows me to have better personal skills, both in private and in the workspace.  I see german as something that will allow me to be a global citizen an connect me to the world.",1,1,1,0,1,1,0,0,"RESPECTFUL",1,0,0,1,0,0,"QC",1,0,0,0,1,0,1,0,0,0,0,0,0,1,"TEACHING","18-25","Female","English","No","Chinese mandarin","No",NA,0,1,0,0,0,NA,"Yes",NA,0,1,NA,NA,NA,NA,NA,"Art History",NA,NA,NA,"Chinese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linguistics and Applied Linguistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1st year","2nd year","German 3 (Melbourne University)","Upper-intermediate","4-6 years","German in Australia","RESPECTFUL","QC","TEACHING",NA,NA,"SCI","MAJOR",NA,NA,"Bachelor of Arts with German as a major","Bachelor of Arts with German as a minor/breadth subject",NA,NA,NA,NA,NA,NA
5315442880,97084573,2017-04-04 10:39:00,2017-04-04 10:55:00,"Not sure","Agree","Agree","Not sure","Disagree","Disagree","Disagree","Strongly disagree","Not sure","Agree","Agree","Strongly agree","Agree","Not sure","Agree","Not sure","Not sure","Strongly agree","Not sure","Agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Agree","Agree","Disagree","Agree","Not sure","My motivation to study German is to be able to speak in a different language and be able to go to German speaking countries and communicate with the people. This makes me feel more cultured and less of a foreigner. I also study German because I am impressed by people that can speak more than one language fluently and I would like to become like that.","The main advantages are that if I ever go travelling to Germany, I will be able to speak to Germans, Austrians, the Swiss or whatever in their language, which gives me a great sense of accomplishment. When I speak German, I feel like I have done something useful at University or school because I can always see an improvement.","Because I want to be an engineer in the future, I believe that German will help me because Germans are considered world-class in engineering in the world. So if I want to become a successful engineer, learning German could help me because I could travel to Germany for work.",0,1,1,0,0,0,1,0,NA,0,0,1,0,0,0,"QC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"ENGINEERING","18-25","Male","English","German.","No","No",NA,0,1,0,0,0,NA,"Yes",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Civil Systems (engineering)","1st year","1st year","German 3 (Melbourne University)","Intermediate","4-6 years","German in Australia",NA,"QC","ENGINEERING",NA,NA,"SCI","MAJOR",NA,NA,NA,NA,NA,NA,"Bachelor of Science with German as a major",NA,NA,NA
